"Water Control Zone","Station","Dates","Sample No","Depth","5-day Biochemical Oxygen Demand (mg/L)","Suspended Solids (mg/L)","Total Phosphorus (mg/L)","Total Nitrogen (mg/L)","Ammonia Nitrogen (mg/L)","Orthophosphate Phosphorus (mg/L)","Total Inorganic Nitrogen (mg/L)","Dissolved Oxygen (%saturation)","Dissolved Oxygen (mg/L)","E. coli (cfu/100mL)","Turbidity (NTU)","pH","Temperature (°C)","Salinity (psu)"
"Port Shelter","PM6","2007-10-24","1","Middle Water","0.6","2.6","<0.02","0.15","0.034","0.007","0.04","101","6.8","1","13","8.1","26.1","32.7"
"Port Shelter","PM6","2007-10-24","1","Bottom Water","0.6","8.2","0.03","0.21","0.051","0.007","0.06","93","6.2","<1","18","8.1","26.1","32.9"
"Port Shelter","PM6","2007-11-21","1","Surface Water","1.5","2.7","0.03","0.18","0.033","0.006","0.05","101","7.2","<1","4.3","8.2","22.6","32.8"
"Port Shelter","PM6","2007-11-21","1","Middle Water","1","3.3","0.03","0.19","0.031","0.007","0.04","105","7.5","1","4.4","8.2","22.5","32.7"
"Port Shelter","PM6","2007-11-21","1","Bottom Water","1.3","2.3","0.02","0.19","0.037","0.008","0.05","101","7.3","<1","4.3","8.2","22.3","32.7"
"Port Shelter","PM6","2007-12-14","1","Surface Water","1.9","3.1","0.02","0.22","0.026","0.004","0.03","130","9.6","2","6.8","8.3","21","31.5"
"Port Shelter","PM6","2007-12-14","1","Middle Water","1.9","2.1","0.03","0.24","0.025","0.005","0.03","130","9.7","<1","6.8","8.3","20.7","31.5"
"Port Shelter","PM6","2007-12-14","1","Bottom Water","1.4","3.6","0.03","0.26","0.045","0.008","0.11","103","7.8","<1","8.3","8.3","20.2","31.7"
"Port Shelter","PM6","2008-01-18","1","Surface Water","0.6","2.4","<0.02","0.25","0.021","0.006","0.07","92","7.3","<1","6","8.2","17.3","32"
"Port Shelter","PM6","2008-01-18","1","Middle Water","0.5","3.6","0.02","0.31","0.036","0.01","0.1","91","7.1","<1","6.8","8.2","17.8","32.4"
"Port Shelter","PM6","2008-01-18","1","Bottom Water","0.4","5.4","0.02","0.29","0.042","0.01","0.11","86","6.7","<1","8.9","8.2","18","32.4"
"Port Shelter","PM6","2008-02-18","1","Surface Water","1.1","2.3","<0.02","0.22","0.019","0.006","0.02","127","10.7","<1","10.4","7.8","14.5","32"
"Port Shelter","PM6","2008-02-18","1","Middle Water","0.9","2.4","0.02","0.26","0.023","0.006","0.07","124","10.4","1","8.9","7.8","14.2","32.1"
"Port Shelter","PM6","2008-02-18","1","Bottom Water","1","3.6","0.02","0.19","0.023","0.005","0.05","117","10","<1","11.5","7.8","13.8","32.1"
"Port Shelter","PM6","2008-03-10","1","Surface Water","0.7","1","<0.02","0.24","0.025","0.005","0.04","123","9.7","1","7.3","8.1","17.7","31.9"
"Port Shelter","PM6","2008-03-10","1","Middle Water","0.8","<0.5","<0.02","0.15","0.018","0.005","0.03","120","9.7","<1","6.6","8.2","16.4","32.1"
"Port Shelter","PM6","2008-03-10","1","Bottom Water","1.3","1.6","<0.02","0.17","0.018","0.005","0.02","136","11.1","<1","7.3","8.3","15.7","32.4"
"Port Shelter","PM6","2008-04-07","1","Surface Water","2.4","2.4","0.02","0.26","0.037","0.005","0.04","128","9.2","1","8.7","8.1","21.8","32.5"
"Port Shelter","PM6","2008-04-07","1","Middle Water","1.6","1.5","<0.02","0.18","0.035","0.007","0.05","91","6.8","<1","8.2","8.1","20.1","33"
"Port Shelter","PM6","2008-04-07","1","Bottom Water","0.7","2","0.02","0.19","0.07","0.011","0.1","68","5.1","<1","10.4","8.1","19.7","33.5"
"Port Shelter","PM6","2008-05-02","1","Surface Water","1.2","1.1","0.02","0.17","0.039","0.007","0.04","114","8","1","5.8","8.2","23.7","32.7"
"Port Shelter","PM6","2008-05-02","1","Middle Water","0.6","0.6","0.02","0.17","0.034","0.008","0.04","92","6.6","<1","4.5","8.2","22.8","33.2"
"Port Shelter","PM6","2008-05-02","1","Bottom Water","0.4","1.4","0.02","0.1","0.028","0.007","0.03","76","5.4","2","5.1","8.1","22.5","33.4"
"Port Shelter","PM6","2008-06-23","1","Surface Water","1.1","2.1","<0.02","0.3","0.02","0.003","0.02","123","8","1","8","8.7","29.7","28.1"
"Port Shelter","PM6","2008-06-23","1","Middle Water","1.2","1.9","0.03","0.3","0.02","0.003","0.02","100","6.7","<1","9.6","8.5","26.3","33.4"
"Port Shelter","PM6","2008-06-23","1","Bottom Water","1.3","2.8","<0.02","0.31","0.032","0.008","0.07","46","3.2","<1","9.1","8.4","24.9","34"
"Port Shelter","PM6","2008-07-23","1","Surface Water","1.2","1.4","0.03","0.18","0.035","0.008","0.04","113","7.2","<1","6.5","8.3","30.1","29.3"
"Port Shelter","PM6","2008-07-23","1","Middle Water","1.2","2.2","0.04","0.24","0.03","0.012","0.04","54","3.7","<1","6","8.3","23.5","34.1"
"Port Shelter","PM6","2008-07-23","1","Bottom Water","2.2","2.1","0.04","0.33","0.026","0.036","0.2","19","1.4","<1","6.1","8.2","22.8","34.2"
"Port Shelter","PM6","2008-08-15","1","Surface Water","0.8","2.2","<0.02","0.19","0.028","0.004","0.03","97","6.3","10","8.4","8.4","28.7","30.3"
"Port Shelter","PM6","2008-08-15","1","Middle Water","0.9","1.8","<0.02","0.2","0.026","0.005","0.03","94","6.3","2","8.1","8.4","27.1","31.4"
"Port Shelter","PM6","2008-08-15","1","Bottom Water","1.2","2.4","0.02","0.28","0.024","0.012","0.14","50","3.4","<1","8","8.2","26.3","31.8"
"Port Shelter","PM6","2008-09-29","1","Surface Water","1","2.1","0.02","0.15","<0.005","0.005","0.01","90","5.9","2","9.4","8.2","28","31.2"
"Port Shelter","PM6","2008-09-29","1","Middle Water","0.6","1.9","<0.02","0.23","0.015","0.006","0.06","73","4.8","3","10.6","8.1","27.4","32.1"
"Port Shelter","PM6","2008-09-29","1","Bottom Water","0.6","1.4","0.02","0.22","0.01","0.008","0.07","68","4.5","1","15.4","8.1","27.3","32.2"
"Port Shelter","PM6","2008-10-20","1","Surface Water","0.7","2.5","<0.02","0.22","<0.005","0.006","0.02","96","6.3","2","2.2","8.2","27.8","31.9"
"Port Shelter","PM6","2008-10-20","1","Middle Water","0.7","2.7","<0.02","0.23","0.008","0.006","0.02","96","6.3","<1","2.1","8.2","27.8","31.9"
"Port Shelter","PM6","2008-10-20","1","Bottom Water","0.5","1.4","<0.02","0.24","<0.005","0.007","0.01","98","6.5","<1","1.3","8.3","27.3","32.2"
"Port Shelter","PM6","2008-11-17","1","Surface Water","0.4","1.6","<0.02","0.17","0.019","0.006","0.03","100","6.9","3","1.1","8.2","24.7","32.5"
"Port Shelter","PM6","2008-11-17","1","Middle Water","0.4","1.2","<0.02","0.12","0.017","0.006","0.03","100","6.9","<1","1","8.2","24.6","32.5"
"Port Shelter","PM6","2008-11-17","1","Bottom Water","0.3","1.4","<0.02","0.13","0.011","0.006","0.02","98","6.8","<1","1.1","8.2","24.5","32.6"
"Port Shelter","PM6","2008-12-03","1","Surface Water","0.6","2.7","<0.02","0.2","0.007","0.006","0.01","104","7.7","1","1.4","8.3","20.7","32.7"
"Port Shelter","PM6","2008-12-03","1","Middle Water","0.8","2.8","0.02","0.19","0.011","0.006","0.02","104","7.7","4","1.5","8.4","20.7","32.7"
"Port Shelter","PM6","2008-12-03","1","Bottom Water","0.4","2.8","0.02","0.19","0.013","0.006","0.02","100","7.4","2","1.7","8.4","20.8","32.8"
"Port Shelter","PM6","2009-01-09","1","Surface Water","0.3","1.9","<0.02","0.12","0.035","0.008","0.05","67","5.3","<1","1.7","8","17.6","33.3"
"Port Shelter","PM6","2009-01-09","1","Middle Water","0.4","2.3","<0.02","0.17","0.036","0.008","0.05","76","6","<1","2.2","8.1","16.9","33.3"
"Port Shelter","PM6","2009-01-09","1","Bottom Water","0.3","2.2","<0.02","0.13","0.038","0.008","0.05","80","6.3","<1","1.8","8.1","17.3","33.3"
"Port Shelter","PM6","2009-02-28","1","Surface Water","2.8","1.5","0.07","0.53","0.14","0.024","0.16","83","6","<1","4.5","8.2","21.4","33.2"
"Port Shelter","PM6","2009-02-28","1","Middle Water","0.9","0.9","0.02","0.24","0.054","0.012","0.07","93","6.8","<1","4.7","8.2","21.2","33.2"
"Port Shelter","PM6","2009-02-28","1","Bottom Water","0.5","1.4","<0.02","0.18","0.033","0.01","0.05","89","6.5","<1","5.3","8.2","20.7","33.4"
"Port Shelter","PM6","2009-03-13","1","Surface Water","0.8","0.9","<0.02","0.2","0.048","0.012","0.12","83","6.3","7","5.8","8","19.2","33.1"
"Port Shelter","PM6","2009-03-13","1","Middle Water","0.7","1.2","<0.02","0.16","0.024","0.009","0.07","91","6.9","<1","5.9","8.1","19","33.3"
"Port Shelter","PM6","2009-03-13","1","Bottom Water","0.6","2.7","<0.02","0.17","0.021","0.009","0.06","79","5.9","<1","9.7","8","19.2","33.7"
"Port Shelter","PM6","2009-04-24","1","Surface Water","0.7","1.3","<0.02","0.13","0.014","0.007","0.03","72","5.1","4","0.7","8","22.9","32.7"
"Port Shelter","PM6","2009-04-24","1","Middle Water","0.6","0.9","<0.02","0.13","0.008","0.008","0.02","77","5.4","1","0.5","8","22.9","33.1"
"Port Shelter","PM6","2009-04-24","1","Bottom Water","0.5","0.6","<0.02","0.13","0.006","0.009","0.02","76","5.4","<1","0.6","8","22.7","33.5"
"Port Shelter","PM6","2009-05-20","1","Surface Water","1.1","1","<0.02","0.13","0.007","0.008","0.01","70","4.6","<1","0.8","7.9","27.9","33.6"
"Port Shelter","PM6","2009-05-20","1","Middle Water","2.1","1","<0.02","0.08","0.007","0.007","0.01","85","5.5","<1","0.6","7.9","27.9","33.6"
"Port Shelter","PM6","2009-05-20","1","Bottom Water","1","1.1","<0.02","0.07","0.015","0.007","0.02","85","5.5","<1","1.1","7.9","27.8","33.6"
"Port Shelter","PM6","2009-06-12","1","Surface Water","1","1.4","<0.02","0.16","0.02","0.003","0.04","89","5.8","15","1","8","28.7","30.4"
"Port Shelter","PM6","2009-06-12","1","Middle Water","0.5","1.2","<0.02","0.15","0.025","0.005","0.04","75","4.9","<1","0.8","7.9","28.5","30.6"
"Port Shelter","PM6","2009-06-12","1","Bottom Water","0.6","1.1","<0.02","0.18","0.066","0.015","0.08","73","4.8","<1","0.9","7.8","27.7","31.5"
"Port Shelter","PM6","2009-07-20","1","Surface Water","1.2","2.8","0.02","0.2","0.02","<0.002","0.05","71","4.7","45","9.5","8.2","28.3","29"
"Port Shelter","PM6","2009-07-20","1","Middle Water","1.3","1.8","<0.02","0.14","0.012","<0.002","0.02","76","5","4","8.9","8.3","28","30.8"
"Port Shelter","PM6","2009-07-20","1","Bottom Water","0.7","6.8","0.02","0.16","0.048","0.006","0.07","27","1.8","7","10.3","8.1","25.7","32.9"
"Port Shelter","PM6","2009-08-27","1","Surface Water","1","1.5","<0.02","0.17","0.016","<0.002","0.03","112","7.1","1","7.3","8.6","30.4","30"
"Port Shelter","PM6","2009-08-27","1","Middle Water","1","1.1","<0.02","0.11","0.029","<0.002","0.04","109","6.9","<1","7.4","8.6","30.5","31.1"
"Port Shelter","PM6","2009-08-27","1","Bottom Water","0.6","3.4","<0.02","0.13","0.023","0.005","0.03","55","3.7","<1","9.7","8.4","24.4","34"
"Port Shelter","PM6","2009-09-24","1","Surface Water","1.2","2.4","<0.02","0.12","0.006","0.003","0.01","120","7.7","1","6.5","8.2","29.8","30.9"
"Port Shelter","PM6","2009-09-24","1","Middle Water","0.9","1.8","<0.02","0.1","0.009","0.005","0.01","119","7.6","<1","6.4","8.2","29.7","30.9"
"Port Shelter","PM6","2009-09-24","1","Bottom Water","0.8","1.5","<0.02","0.14","0.012","0.004","0.02","112","7.2","<1","6.9","8.2","29.6","31.3"
"Port Shelter","PM6","2009-10-15","1","Surface Water","0.6","2.7","<0.02","0.21","0.04","0.007","0.08","91","6","10","1.7","7.9","27.6","32"
"Port Shelter","PM6","2009-10-15","1","Middle Water","0.4","3.2","<0.02","0.13","0.036","0.01","0.07","88","5.7","<1","4","8","27.8","32.4"
"Port Shelter","PM6","2009-10-15","1","Bottom Water","0.4","3.7","0.02","0.14","0.027","0.008","0.06","92","6","<1","2.4","8","27.7","32.4"
"Port Shelter","PM6","2009-11-11","1","Surface Water","0.9","1.1","<0.02","0.18","0.013","0.004","0.02","111","7.4","1","0.7","8.1","26.1","33"
"Port Shelter","PM6","2009-11-11","1","Middle Water","0.5","1.4","<0.02","0.13","0.01","<0.002","0.01","108","7.3","<1","0.5","8.1","25.8","33.2"
"Port Shelter","PM6","2009-11-11","1","Bottom Water","0.6","1.3","<0.02","0.16","0.013","0.007","0.02","98","6.7","<1","2","8.1","25.4","33.2"
"Port Shelter","PM6","2009-12-16","1","Surface Water","1","1.1","<0.02","0.2","0.036","0.007","0.05","108","8.1","20","0.9","8.1","20.2","32.2"
"Port Shelter","PM6","2009-12-16","1","Middle Water","1.2","1.3","0.02","0.21","0.046","0.007","0.06","108","8.1","24","0.9","8.1","20.3","32.2"
"Port Shelter","PM6","2009-12-16","1","Bottom Water","1","1.1","0.02","0.17","0.032","0.007","0.05","108","8.1","7","0.9","8.1","20.3","32.3"
"Port Shelter","PM6","2010-01-04","1","Surface Water","1.6","2.1","0.03","0.3","0.041","0.007","0.08","110","8.6","4","1.1","7.9","18.4","31.9"
"Port Shelter","PM6","2010-01-04","1","Middle Water","0.5","1.8","<0.02","0.25","0.036","0.006","0.07","105","8.2","1","1.1","7.9","18","32.2"
"Port Shelter","PM6","2010-01-04","1","Bottom Water","0.4","1.5","<0.02","0.23","0.037","0.007","0.07","96","7.5","1","1.4","7.9","18","32.3"
"Port Shelter","PM6","2010-02-17","1","Surface Water","0.3","1.4","0.02","0.22","0.014","0.013","0.15","88","7.1","8","1.4","7.8","16.4","32.3"
"Port Shelter","PM6","2010-02-17","1","Middle Water","0.3","1.4","0.02","0.21","0.009","0.013","0.14","88","7.1","3","1.4","7.8","16.4","32.3"
"Port Shelter","PM6","2010-02-17","1","Bottom Water","0.3","1.9","0.03","0.2","0.01","0.013","0.15","88","7.1","2","1.5","7.8","16.5","32.3"
"Port Shelter","PM6","2010-03-15","1","Surface Water","0.9","0.9","<0.02","0.19","0.04","0.009","0.08","90","7","5","4.5","8.1","18","32.8"
"Port Shelter","PM6","2010-03-15","1","Middle Water","0.8","0.6","<0.02","0.14","0.024","0.007","0.05","95","7.5","<1","4.4","8.2","17.6","33"
"Port Shelter","PM6","2010-03-15","1","Bottom Water","0.7","<0.5","<0.02","0.17","0.031","0.008","0.05","92","7.2","<1","5.3","8.2","17.6","33"
"Port Shelter","PM6","2010-04-16","1","Surface Water","0.4","1.2","<0.02","0.14","0.025","0.007","0.05","94","7","<1","1","7.7","19.7","33.4"
"Port Shelter","PM6","2010-04-16","1","Middle Water","0.5","1.2","<0.02","0.17","0.027","0.008","0.05","94","7","4","0.9","7.7","19.7","33.4"
"Port Shelter","PM6","2010-04-16","1","Bottom Water","0.4","1.2","0.02","0.22","0.028","0.008","0.06","94","7.1","<1","1","7.7","19.7","33.5"
"Port Shelter","PM6","2010-05-14","1","Surface Water","1.1","1.8","0.03","0.13","0.014","0.013","0.04","110","7.6","7","0.9","7.8","24.4","32.4"
"Port Shelter","PM6","2010-05-14","1","Middle Water","0.6","<0.5","0.03","0.11","0.007","0.021","0.02","108","7.5","<1","0.5","7.8","23.9","33.5"
"Port Shelter","PM6","2010-05-14","1","Bottom Water","0.6","0.8","0.02","0.13","<0.005","0.015","0.02","106","7.4","<1","0.7","7.7","23.6","33.7"
"Port Shelter","PM6","2010-06-17","1","Surface Water","1","1.4","<0.02","0.16","0.027","0.004","0.05","60","4","<1","1.2","7.8","27.7","31.3"
"Port Shelter","PM6","2010-06-17","1","Middle Water","0.4","0.6","<0.02","0.13","0.029","0.006","0.04","67","4.4","<1","0.6","7.7","27.3","31.7"
"Port Shelter","PM6","2010-06-17","1","Bottom Water","0.5","0.5","0.03","0.23","0.036","0.015","0.11","68","4.5","<1","0.9","7.7","27.4","31.2"
"Port Shelter","PM6","2010-07-19","1","Surface Water","1.1","1.6","<0.02","0.18","0.012","<0.002","0.02","77","4.9","<1","1.2","8.1","30.2","30.4"
"Port Shelter","PM6","2010-07-19","1","Middle Water","1","1.5","<0.02","0.16","0.017","<0.002","0.02","90","5.8","<1","1.1","8.1","29.7","30.8"
"Port Shelter","PM6","2010-07-19","1","Bottom Water","1.2","1.9","<0.02","0.16","0.015","<0.002","0.02","85","5.5","<1","1.6","8.1","29","31.9"
"Port Shelter","PM6","2010-08-20","1","Surface Water","1.2","0.6","<0.02","0.27","0.016","<0.002","0.14","108","7.1","2","2.1","8.4","29.3","28.2"
"Port Shelter","PM6","2010-08-20","1","Middle Water","1","1.6","<0.02","0.23","0.019","<0.002","0.08","113","7.3","3","2.4","8.4","29.5","29.3"
"Port Shelter","PM6","2010-08-20","1","Bottom Water","0.7","4.5","0.02","0.29","0.035","<0.002","0.05","61","4","<1","5","8.1","27.1","33"
"Port Shelter","PM6","2010-09-10","1","Surface Water","1.6","1.6","0.02","0.15","0.045","0.002","0.06","113","7.2","5","1.6","8.3","30.2","30.2"
"Port Shelter","PM6","2010-09-10","1","Middle Water","0.9","1.4","<0.02","0.13","0.041","0.003","0.05","93","6.1","<1","0.7","8.2","28.5","31.5"
"Port Shelter","PM6","2010-09-10","1","Bottom Water","0.5","0.9","<0.02","0.17","0.029","0.003","0.06","17","1.1","<1","0.7","7.9","26.1","32.8"
"Port Shelter","PM6","2010-10-18","1","Surface Water","0.5","<0.5","<0.02","0.17","0.022","<0.002","0.06","92","6.1","4","0.6","8.2","27.6","30.3"
"Port Shelter","PM6","2010-10-18","1","Middle Water","0.5","0.9","<0.02","0.16","0.02","<0.002","0.05","90","6","7","0.5","8.2","27.5","30.6"
"Port Shelter","PM6","2010-10-18","1","Bottom Water","0.5","0.8","<0.02","0.21","0.018","<0.002","0.05","93","6.2","<1","0.4","8.2","27.4","30.8"
"Port Shelter","PM6","2010-11-12","1","Surface Water","1","1.9","<0.02","0.25","0.018","0.003","0.02","82","5.8","1","1.1","8","23.1","32.3"
"Port Shelter","PM6","2010-11-12","1","Middle Water","1","2.4","<0.02","0.26","0.063","0.003","0.07","104","7.4","<1","1.8","8","23","32.4"
"Port Shelter","PM6","2010-11-12","1","Bottom Water","0.6","3.2","<0.02","0.28","0.022","0.006","0.08","91","6.5","1","2.4","8","22.6","32.5"
"Port Shelter","PM6","2010-12-02","1","Surface Water","0.6","1.3","0.02","0.3","0.035","0.005","0.05","97","6.9","2","1","8","22.7","32.3"
"Port Shelter","PM6","2010-12-02","1","Middle Water","0.5","0.6","<0.02","0.19","0.04","0.005","0.06","96","6.9","<1","0.7","8","22.5","32.5"
"Port Shelter","PM6","2010-12-02","1","Bottom Water","0.4","4","<0.02","0.19","0.063","0.007","0.1","83","5.9","<1","2.7","8","22.3","32.6"
"Port Shelter","PM6","2011-01-26","1","Surface Water","1.1","0.6","0.02","0.22","0.062","0.01","0.18","99","8.2","<1","0.4","7.9","15.2","32.5"
"Port Shelter","PM6","2011-01-26","1","Middle Water","1.1","0.7","0.02","0.23","0.062","0.011","0.17","100","8.3","<1","0.3","7.9","15.1","32.5"
"Port Shelter","PM6","2011-01-26","1","Bottom Water","0.9","1","0.02","0.27","0.063","0.01","0.18","101","8.3","<1","0.3","7.9","15.1","32.5"
"Port Shelter","PM6","2011-02-18","1","Surface Water","0.6","1","0.03","0.32","0.1","0.013","0.24","89","7.4","4","0.8","7.8","15.2","31.6"
"Port Shelter","PM6","2011-02-18","1","Middle Water","0.5","<0.5","0.02","0.29","0.085","0.013","0.22","89","7.4","1","0.8","7.8","15","31.8"
"Port Shelter","PM6","2011-02-18","1","Bottom Water","0.5","1.6","0.02","0.35","0.077","0.013","0.23","91","7.5","<1","2.1","7.8","14.9","31.8"
"Port Shelter","PM6","2011-03-04","1","Surface Water","1.6","1.3","<0.02","0.11","0.024","<0.002","0.03","127","9.8","1","0.9","8.1","18.6","31.6"
"Port Shelter","PM6","2011-03-04","1","Middle Water","1.8","2.1","<0.02","0.06","0.013","<0.002","0.02","140","11","<1","0.6","8.1","17.8","31.8"
"Port Shelter","PM6","2011-03-04","1","Bottom Water","1.1","2.1","<0.02","0.08","0.028","<0.002","0.06","121","9.8","1","0.9","8.1","16.4","31.7"
"Port Shelter","PM6","2011-04-11","1","Surface Water","1.2","1.5","<0.02","0.15","0.067","0.003","0.08","100","7.2","<1","1","7.8","22","33.3"
"Port Shelter","PM6","2011-04-11","1","Middle Water","0.6","0.7","<0.02","0.14","0.061","0.004","0.07","104","7.6","<1","0.4","7.9","20.9","33.5"
"Port Shelter","PM6","2011-04-11","1","Bottom Water","0.7","1.2","<0.02","0.15","0.063","0.004","0.07","93","7","<1","0.9","7.9","19.4","33.5"
"Port Shelter","PM6","2011-05-20","1","Surface Water","1.7","1.7","0.02","0.23","0.042","0.004","0.05","124","8.2","<1","1.2","7.9","27.1","32.9"
"Port Shelter","PM6","2011-05-20","1","Middle Water","1.2","1.4","0.02","0.2","0.042","0.004","0.05","107","7.2","<1","0.6","7.9","26","33.1"
"Port Shelter","PM6","2011-05-20","1","Bottom Water","0.4","1.2","<0.02","0.22","0.05","0.003","0.07","76","5.2","<1","1.5","7.9","24.9","33.4"
"Port Shelter","PM6","2011-06-17","1","Surface Water","0.9","1","<0.02","0.21","0.048","0.004","0.07","68","4.4","60","0.9","8","28.8","30.8"
"Port Shelter","PM6","2011-06-17","1","Middle Water","0.9","1.1","<0.02","0.25","0.046","0.004","0.06","66","4.3","25","1","8","29","31.9"
"Port Shelter","PM6","2011-06-17","1","Bottom Water","0.4","3.5","0.04","0.26","0.074","0.019","0.13","40","2.7","8","2.5","7.8","26","33.7"
"Port Shelter","PM6","2011-07-15","1","Surface Water","1.5","1","0.02","0.34","0.067","0.008","0.2","67","4.5","80","1.2","8.1","27.9","29.2"
"Port Shelter","PM6","2011-07-15","1","Middle Water","0.6","1.2","<0.02","0.27","0.058","0.005","0.17","61","4","7","2.4","8","27.9","30.8"
"Port Shelter","PM6","2011-07-15","1","Bottom Water","0.4","4.1","<0.02","0.13","0.047","0.008","0.06","40","2.8","1","3.1","7.8","23.6","34"
"Port Shelter","PM6","2011-08-18","1","Surface Water","1.5","1","<0.02","0.14","0.026","0.004","0.03","106","6.7","560","1","8.2","30.6","31.7"
"Port Shelter","PM6","2011-08-18","1","Middle Water","1.2","1.4","<0.02","0.12","0.026","0.006","0.03","83","5.4","2","0.8","8.1","27.3","33"
"Port Shelter","PM6","2011-08-18","1","Bottom Water","2","2.5","0.04","0.18","0.069","0.025","0.09","31","2.2","<1","2","7.9","23.3","34"
"Port Shelter","PM6","2011-09-22","1","Surface Water","0.7","1.2","0.02","0.22","0.065","0.007","0.08","72","4.7","3","2.4","8.2","28.5","32.3"
"Port Shelter","PM6","2011-09-22","1","Middle Water","0.6","1.2","0.02","0.18","0.058","0.009","0.08","71","4.6","<1","1.1","8.2","28.6","32.6"
"Port Shelter","PM6","2011-09-22","1","Bottom Water","0.5","0.8","<0.02","0.18","0.067","0.007","0.08","73","4.7","<1","0.7","8.2","28.7","32.8"
"Port Shelter","PM6","2011-10-27","1","Surface Water","0.6","1.8","<0.02","0.16","0.039","0.006","0.05","89","6","4","1.2","8.2","25.9","32.9"
"Port Shelter","PM6","2011-10-27","1","Middle Water","0.6","2.5","<0.02","0.15","0.036","0.009","0.05","90","6.1","3","1.1","8.2","25.9","33"
"Port Shelter","PM6","2011-10-27","1","Bottom Water","0.5","4","<0.02","0.14","0.036","0.008","0.04","88","6","1","2.6","8.2","26","33"
"Port Shelter","PM6","2011-11-17","1","Surface Water","0.8","2.1","<0.02","0.14","0.028","0.005","0.04","100","6.9","5","1","8","24.8","32.6"
"Port Shelter","PM6","2011-11-17","1","Middle Water","0.8","6.2","<0.02","0.15","0.029","0.007","0.04","96","6.6","<1","3.1","8","24.7","32.9"
"Port Shelter","PM6","2011-11-17","1","Bottom Water","0.9","2.5","<0.02","0.13","0.023","0.007","0.03","100","6.9","<1","1.1","8","24.7","32.9"
"Port Shelter","PM6","2011-12-17","1","Surface Water","0.6","4","0.02","0.27","0.023","0.003","0.05","116","9","<1","2.2","7.9","18.5","31.9"
"Port Shelter","PM6","2011-12-17","1","Middle Water","0.8","4.4","0.02","0.23","0.035","0.006","0.08","115","8.9","<1","2.7","7.9","18.5","31.9"
"Port Shelter","PM6","2011-12-17","1","Bottom Water","1.1","16","0.04","0.28","0.044","0.004","0.08","111","8.6","<1","2.8","7.9","18.4","31.9"
"Port Shelter","PM6","2012-01-30","1","Surface Water","<0.1","1.4","0.03","0.35","0.042","0.015","0.24","94","7.7","<1","1.2","7.9","15.8","31.3"
"Port Shelter","PM6","2012-01-30","1","Middle Water","<0.1","1.9","0.03","0.39","0.038","0.017","0.24","93","7.7","<1","1.1","7.9","15.7","31.3"
"Port Shelter","PM6","2012-01-30","1","Bottom Water","<0.1","2","0.03","0.36","0.045","0.018","0.25","91","7.5","<1","2","7.9","15.7","31.6"
"Port Shelter","PM6","2012-02-17","1","Surface Water","1.1","1.4","0.03","0.41","0.083","0.007","0.18","115","9.3","23","0.9","8","16.5","31.4"
"Port Shelter","PM6","2012-02-17","1","Middle Water","1","0.8","0.02","0.36","0.055","0.008","0.17","112","9","4","0.7","8","16.3","31.5"
"Port Shelter","PM6","2012-02-17","1","Bottom Water","0.8","1.4","0.03","0.32","0.045","0.009","0.17","100","8.1","<1","1.1","8","16.1","31.6"
"Port Shelter","PM6","2012-03-05","1","Surface Water","0.5","0.9","0.02","0.36","0.032","0.016","0.26","123","9.9","4","0.8","8","16.7","30.8"
"Port Shelter","PM6","2012-03-05","1","Middle Water","0.3","0.7","0.03","0.34","0.018","0.014","0.24","122","10","1","0.6","8","16","31.1"
"Port Shelter","PM6","2012-03-05","1","Bottom Water","<0.1","1.3","0.04","0.36","0.035","0.02","0.27","104","8.6","12","0.9","8","15.6","31.3"
"Port Shelter","PM6","2012-04-16","1","Surface Water","1.1","1.2","<0.02","0.16","0.049","<0.002","0.06","149","10.4","<1","1.7","7.8","24.8","30.6"
"Port Shelter","PM6","2012-04-16","1","Middle Water","1.1","0.7","<0.02","0.16","0.038","0.002","0.05","129","9.4","<1","1.7","7.7","21.8","31.4"
"Port Shelter","PM6","2012-04-16","1","Bottom Water","0.7","1.1","<0.02","0.18","0.058","0.003","0.15","74","5.7","1","2.2","7.5","18.8","32.3"
"Port Shelter","PM6","2012-05-09","1","Surface Water","0.8","1","<0.02","0.29","0.067","<0.002","0.16","142","9.6","1","1.7","7.9","27.4","29.3"
"Port Shelter","PM6","2012-05-09","1","Middle Water","0.5","1.2","<0.02","0.24","0.065","0.006","0.11","141","9.6","<1","1.3","7.8","26.6","30"
"Port Shelter","PM6","2012-05-09","1","Bottom Water","0.3","1.3","<0.02","0.19","0.1","0.004","0.12","119","8.2","<1","1.2","7.7","24.6","32"
"Port Shelter","PM6","2012-06-15","1","Surface Water","0.6","1.3","<0.02","0.16","0.049","0.002","0.05","130","8.5","1","1.3","7.8","28.9","30.2"
"Port Shelter","PM6","2012-06-15","1","Middle Water","0.3","0.8","<0.02","0.1","0.05","0.004","0.05","124","8.1","<1","0.7","7.8","28.4","31"
"Port Shelter","PM6","2012-06-15","1","Bottom Water","0.2","1.2","<0.02","0.1","0.07","0.007","0.09","100","6.6","1","0.9","7.7","27.5","31.8"
"Port Shelter","PM6","2012-07-27","1","Surface Water","0.3","2.5","0.03","0.39","0.08","0.011","0.25","89","6","83","4.2","7.6","27.1","29.2"
"Port Shelter","PM6","2012-07-27","1","Middle Water","0.3","1.8","0.03","0.26","0.086","0.009","0.12","87","5.8","13","1.5","7.6","27.2","30.8"
