"Water Control Zone","Station","Dates","Sample No","Depth","5-day Biochemical Oxygen Demand (mg/L)","Suspended Solids (mg/L)","Total Phosphorus (mg/L)","Total Nitrogen (mg/L)","Ammonia Nitrogen (mg/L)","Orthophosphate Phosphorus (mg/L)","Total Inorganic Nitrogen (mg/L)","Dissolved Oxygen (%saturation)","Dissolved Oxygen (mg/L)","E. coli (cfu/100mL)","Turbidity (NTU)","pH","Temperature (°C)","Salinity (psu)"
"Tolo Harbour and Channel","TM6","1997-07-23","1","Bottom Water","0.7","1.7","0.05","0.94","0.11","0.013","0.17","51","3.6","6","1.5","8.2","22.5","33.7"
"Tolo Harbour and Channel","TM6","1997-08-08","1","Surface Water","2.2","5.2","0.05","1.11","0.037","0.009","0.05","120","8.3","100","1.9","8.5","27.7","21.9"
"Tolo Harbour and Channel","TM6","1997-08-08","1","Middle Water","0.4","2.1","0.07","1.09","0.06","0.023","0.15","89","6","10","1.7","8.2","26.7","30.5"
"Tolo Harbour and Channel","TM6","1997-08-08","1","Bottom Water","0.2","2.6","0.05","1.12","0.091","0.03","0.21","97","6.5","10","3.7","8.1","26.5","31.7"
"Tolo Harbour and Channel","TM6","1997-08-28","1","Surface Water","2.8","4","0.06","0.99","0.051","0.005","0.31","138","9.5","10","1.7","8.5","29.6","17.5"
"Tolo Harbour and Channel","TM6","1997-08-28","1","Middle Water","1.5","3.1","0.05","1.02","0.067","0.007","0.13","103","6.9","12","1.1","8.2","26.9","28.9"
"Tolo Harbour and Channel","TM6","1997-08-28","1","Bottom Water","0.7","1.5","0.08","0.96","0.1","0.034","0.14","53","3.6","6","1.9","8","26.1","30.5"
"Tolo Harbour and Channel","TM6","1997-09-05","1","Surface Water","3.3","5.4","0.08","0.86","<0.005","0.015","0.01","147","9.7","8","1","8.2","28.5","29.1"
"Tolo Harbour and Channel","TM6","1997-09-05","1","Middle Water","1.7","4.1","0.07","1","0.012","0.011","0.02","135","9.1","2","1","8.1","26","31.8"
"Tolo Harbour and Channel","TM6","1997-09-05","1","Bottom Water","0.6","2.2","0.06","0.91","0.022","0.029","0.1","74","5.1","2","2.4","8","23.7","33.8"
"Tolo Harbour and Channel","TM6","1997-09-22","1","Surface Water","1","1.1","0.05","1.01","0.077","0.018","0.09","99","6.7","4","0.6","8.3","27.2","28.6"
"Tolo Harbour and Channel","TM6","1997-09-22","1","Middle Water","1","1.4","0.04","1.01","0.081","0.011","0.09","99","6.7","6","0.5","8.3","27.4","29"
"Tolo Harbour and Channel","TM6","1997-09-22","1","Bottom Water","0.7","1","0.06","0.71","0.093","0.013","0.11","89","5.9","8","2","8.3","28","29.5"
"Tolo Harbour and Channel","TM6","1997-10-15","1","Surface Water","2.2","2.6","0.05","0.8","0.043","0.014","0.05","N/A","N/A","3","N/A","N/A","28.8","27.9"
"Tolo Harbour and Channel","TM6","1997-10-15","1","Middle Water","0.6","1","0.04","0.89","0.033","0.021","0.12","N/A","N/A","1","N/A","N/A","26.9","30"
"Tolo Harbour and Channel","TM6","1997-10-15","1","Bottom Water","0.4","0.9","0.04","0.87","0.045","0.025","0.17","N/A","N/A","1","N/A","N/A","26.7","30.9"
"Tolo Harbour and Channel","TM6","1997-10-30","1","Surface Water","1.8","2.8","0.05","0.97","0.081","0.007","0.09","100","6.8","1","3.4","8","26","29.3"
"Tolo Harbour and Channel","TM6","1997-10-30","1","Middle Water","1.7","3","0.05","0.97","0.092","0.007","0.1","93","6.4","1","2.7","8","25.8","29.5"
"Tolo Harbour and Channel","TM6","1997-10-30","1","Bottom Water","1.1","2.4","0.06","1.1","0.083","0.009","0.09","94","6.3","1","3.2","8","26.6","30.8"
"Tolo Harbour and Channel","TM6","1997-11-13","1","Surface Water","3.3","3","0.06","1.1","0.05","0.014","0.05","115","7.9","8","3.2","8.4","25.3","30.6"
"Tolo Harbour and Channel","TM6","1997-11-13","1","Middle Water","1.6","2.1","0.04","1.1","0.054","0.014","0.06","125","8.7","5","2.7","8.4","24.3","31.5"
"Tolo Harbour and Channel","TM6","1997-11-13","1","Bottom Water","0.7","2","0.04","1.01","0.095","0.019","0.11","98","6.9","1","3.4","8.3","24.1","32"
"Tolo Harbour and Channel","TM6","1997-11-27","1","Surface Water","2.2","2.1","0.06","1.03","0.07","0.024","0.1","97","6.8","<1","2.9","8.2","24.1","31.5"
"Tolo Harbour and Channel","TM6","1997-11-27","1","Middle Water","2.1","13","0.06","0.94","0.068","0.035","0.1","102","7.1","2","2.9","8.3","23.9","31.4"
"Tolo Harbour and Channel","TM6","1997-11-27","1","Bottom Water","2","2.3","0.06","0.9","0.078","0.029","0.11","87","6.1","<1","5.1","8.2","23.5","32.5"
"Tolo Harbour and Channel","TM6","1997-12-08","1","Surface Water","1","3","0.04","0.95","0.055","0.013","0.06","94","6.9","1","2.8","8.2","21.6","31.6"
"Tolo Harbour and Channel","TM6","1997-12-08","1","Middle Water","0.9","2.9","0.05","1.01","0.062","0.007","0.07","90","6.6","<1","2.7","8.3","21.6","31.9"
"Tolo Harbour and Channel","TM6","1997-12-08","1","Bottom Water","1","2.6","0.04","0.96","0.069","0.012","0.08","90","6.5","<1","2.9","8.3","21.7","32.1"
"Tolo Harbour and Channel","TM6","1997-12-19","1","Surface Water","1.3","1.6","0.04","0.91","0.077","0.015","0.08","97","7","<1","4.5","8.4","22.8","30.2"
"Tolo Harbour and Channel","TM6","1997-12-19","1","Middle Water","1.4","1.7","0.04","0.89","0.069","0.013","0.07","97","7","<1","4.6","8.4","22.5","30.8"
"Tolo Harbour and Channel","TM6","1997-12-19","1","Bottom Water","1.8","2.2","0.04","1.2","0.094","0.015","0.1","83","6","1","6.6","8.4","22.3","31.3"
"Tolo Harbour and Channel","TM6","1998-01-09","1","Surface Water","1.9","3.4","0.04","1.31","0.088","0.008","0.09","83","6.2","3","4","8.3","20.3","32.3"
"Tolo Harbour and Channel","TM6","1998-01-09","1","Middle Water","1.2","2.3","0.06","1.51","0.11","0.012","0.12","91","6.8","<1","4","8.3","20.3","32.4"
"Tolo Harbour and Channel","TM6","1998-01-09","1","Bottom Water","0.9","1.6","0.04","1.31","0.13","0.007","0.14","74","5.5","1","4","8.2","20","33.1"
"Tolo Harbour and Channel","TM6","1998-01-21","1","Surface Water","0.4","1.3","0.05","1.13","0.18","0.034","0.21","97","6.8","1","2.9","8.2","24.1","31.5"
"Tolo Harbour and Channel","TM6","1998-01-21","1","Middle Water","0.4","1.3","0.06","0.94","0.18","0.04","0.21","102","7.1","2","2.9","8.3","23.9","31.4"
"Tolo Harbour and Channel","TM6","1998-01-21","1","Bottom Water","0.6","1.1","0.05","0.94","0.2","0.036","0.23","87","6.1","<1","5.1","8.2","23.5","32.5"
"Tolo Harbour and Channel","TM6","1998-02-05","1","Surface Water","1.4","1.1","0.05","1.02","0.13","0.023","0.15","103","8.2","<1","4.8","7.8","16.3","32.8"
"Tolo Harbour and Channel","TM6","1998-02-05","1","Middle Water","1.3","1.2","0.05","1","0.12","0.027","0.14","103","8.2","<1","2.2","7.8","16.5","33"
"Tolo Harbour and Channel","TM6","1998-02-05","1","Bottom Water","1","1.1","0.05","1.02","0.093","0.027","0.11","102","8.1","1","2.5","7.8","16.7","33.4"
"Tolo Harbour and Channel","TM6","1998-02-23","1","Surface Water","1.9","1.7","0.07","1.08","0.19","0.027","0.28","169","13.4","110","N/A","8.3","17.7","30.8"
"Tolo Harbour and Channel","TM6","1998-02-23","1","Middle Water","1.9","1.8","0.07","1.2","0.22","0.028","0.32","167","13.1","140","N/A","8.2","17.5","32.4"
"Tolo Harbour and Channel","TM6","1998-02-23","1","Bottom Water","1.6","1.5","0.06","1.17","0.18","0.023","0.25","150","11.9","85","N/A","8.2","17.2","32.8"
"Tolo Harbour and Channel","TM6","1998-03-06","1","Surface Water","2.2","2.3","0.06","1.47","0.2","0.014","0.27","90","7.2","<1","5.2","8.3","17.5","31.6"
"Tolo Harbour and Channel","TM6","1998-03-06","1","Middle Water","2","2","0.06","1.37","0.19","0.021","0.26","103","8.1","1","4.2","8.3","17.4","31.7"
"Tolo Harbour and Channel","TM6","1998-03-06","1","Bottom Water","2","2.1","0.06","1.27","0.2","0.016","0.27","92","7.4","3","4.1","8.3","16.9","29.5"
"Tolo Harbour and Channel","TM6","1998-03-20","1","Surface Water","2.4","2.3","0.07","1.36","0.41","0.013","0.57","112","8.6","11","3.1","7.8","18.9","31.1"
"Tolo Harbour and Channel","TM6","1998-03-20","1","Middle Water","2","1.4","0.05","1.21","0.22","0.007","0.33","110","8.7","1","3.1","7.9","17.6","31.7"
"Tolo Harbour and Channel","TM6","1998-03-20","1","Bottom Water","1.7","1.6","0.05","1.21","0.23","0.007","0.34","94","7.5","6","3.1","7.9","17.1","32"
"Tolo Harbour and Channel","TM6","1998-04-16","1","Surface Water","5.5","2.8","0.08","1.3","0.12","0.01","0.12","111","7.8","1","3.4","8.1","23.7","31"
"Tolo Harbour and Channel","TM6","1998-04-16","1","Middle Water","1.5","1.3","0.06","1.51","0.17","0.015","0.18","120","8.5","<1","3.4","8.3","23.5","30.9"
"Tolo Harbour and Channel","TM6","1998-04-16","1","Bottom Water","0.3","4.7","0.04","1.41","0.13","0.013","0.14","69","5.1","1","6.3","8.2","20.2","32.9"
"Tolo Harbour and Channel","TM6","1998-04-29","1","Surface Water","3","1.6","0.06","1.21","0.081","0.01","0.09","86","6","15","3.1","8.4","24.7","29.6"
"Tolo Harbour and Channel","TM6","1998-04-29","1","Middle Water","2.4","3.3","0.05","1.21","0.077","0.012","0.08","70","4.9","11","3","8.3","23.7","31"
"Tolo Harbour and Channel","TM6","1998-04-29","1","Bottom Water","1.4","1.2","0.06","0.91","0.09","0.013","0.1","47","3.4","11","4","8.3","22.5","31.9"
"Tolo Harbour and Channel","TM6","1998-05-06","1","Surface Water","3.6","4.3","0.07","1.31","0.054","0.015","0.06","119","8","<1","3.6","8.5","26.9","29.1"
"Tolo Harbour and Channel","TM6","1998-05-06","1","Middle Water","3.3","3.3","0.06","1.2","0.045","0.013","0.05","60","4.2","1","3.2","8.4","23.9","31.3"
"Tolo Harbour and Channel","TM6","1998-05-06","1","Bottom Water","0.1","2.5","0.05","1.21","0.1","0.019","0.11","41","3","2","5.4","8.3","22.2","32.4"
"Tolo Harbour and Channel","TM6","1998-05-27","1","Surface Water","6.9","6.3","0.14","1.61","0.22","0.003","0.23","115","7.9","100","2.9","8.4","26.8","26.7"
"Tolo Harbour and Channel","TM6","1998-05-27","1","Middle Water","2.4","1.9","0.07","1.12","0.16","0.034","0.18","79","5.3","15","2.7","8.3","26.8","29.4"
"Tolo Harbour and Channel","TM6","1998-05-27","1","Bottom Water","0.4","1.5","0.04","1.35","0.1","0.025","0.15","76","5.1","6","2.9","8.3","26.3","31.1"
"Tolo Harbour and Channel","TM6","1998-06-08","1","Surface Water","2.3","2.8","0.05","0.87","0.054","0.005","0.07","98","6.7","100","3.2","8.4","26.3","28.1"
"Tolo Harbour and Channel","TM6","1998-06-08","1","Middle Water","1","2.2","0.04","0.75","0.032","0.01","0.05","81","5.5","3","2.9","8.3","26.5","30.7"
"Tolo Harbour and Channel","TM6","1998-06-08","1","Bottom Water","0.6","1.9","0.05","0.83","0.039","0.017","0.1","70","4.7","1","4.1","8.3","26.5","31.1"
"Tolo Harbour and Channel","TM6","1998-06-19","1","Surface Water","2","3","0.05","0.85","0.048","0.02","0.05","92","6.1","5","4.4","8","27.7","30.6"
"Tolo Harbour and Channel","TM6","1998-06-19","1","Middle Water","2","2.8","0.04","0.85","0.045","0.008","0.05","73","4.8","1","3.6","8","26.8","32.4"
"Tolo Harbour and Channel","TM6","1998-06-19","1","Bottom Water","0.1","2.7","0.05","0.93","0.022","0.034","0.13","61","4.1","<1","6.3","8","26.3","33.3"
"Tolo Harbour and Channel","TM6","1998-07-08","1","Surface Water","0.7","3","0.04","0.93","0.039","0.003","0.1","79","5.3","3","3.2","8.6","29.3","22.1"
"Tolo Harbour and Channel","TM6","1998-07-08","1","Middle Water","0.8","2.3","0.06","0.85","0.03","0.011","0.06","81","5.4","4","3.1","8.6","29.2","25"
"Tolo Harbour and Channel","TM6","1998-07-08","1","Bottom Water","0.3","2.4","0.04","0.9","0.038","0.005","0.06","50","3.3","2","3.7","8.6","27.4","31.2"
"Tolo Harbour and Channel","TM6","1998-07-24","1","Surface Water","2.6","2.7","0.05","1.3","0.017","0.018","0.02","99","6.7","<1","4.3","7.8","25.7","34"
"Tolo Harbour and Channel","TM6","1998-07-24","1","Middle Water","2.9","2.8","0.05","1.1","0.025","0.017","0.03","102","6.9","6","4","7.9","25.3","34"
"Tolo Harbour and Channel","TM6","1998-07-24","1","Bottom Water","0.7","2.3","0.05","1.04","0.027","0.021","0.08","58","4.1","<1","4.2","7.9","22.8","34.4"
"Tolo Harbour and Channel","TM6","1998-08-07","1","Surface Water","2.6","4.4","0.07","0.72","0.043","0.011","0.05","115","7.6","520","4.6","7.9","27.3","32.2"
"Tolo Harbour and Channel","TM6","1998-08-07","1","Middle Water","1.2","2.2","0.07","0.63","0.033","0.023","0.05","73","5","8","4.3","8","24.5","34.1"
"Tolo Harbour and Channel","TM6","1998-08-07","1","Bottom Water","0.9","1.4","0.08","0.64","0.034","0.03","0.1","41","2.9","1","4.6","8","22.5","34.5"
"Tolo Harbour and Channel","TM6","1998-08-24","1","Surface Water","2.4","1.9","0.04","0.85","0.008","<0.002","0.01","132","8.4","1","2","8.3","30.8","29.9"
"Tolo Harbour and Channel","TM6","1998-08-24","1","Middle Water","1.5","1.6","0.03","0.84","0.009","0.008","0.01","100","6.4","8","2","8.2","29.8","30.7"
"Tolo Harbour and Channel","TM6","1998-08-24","1","Bottom Water","1.4","1.4","0.03","0.81","0.01","0.004","0.01","70","4.5","4","3.2","8.1","28.7","31.4"
"Tolo Harbour and Channel","TM6","1998-09-11","1","Surface Water","2.4","2.1","0.07","0.99","0.066","0.013","0.11","104","6.9","270","2.4","8.2","28.4","28.9"
"Tolo Harbour and Channel","TM6","1998-09-11","1","Middle Water","2.1","1.9","0.04","0.91","0.049","0.008","0.06","45","3","99","2.4","8.1","26.9","32.2"
"Tolo Harbour and Channel","TM6","1998-09-11","1","Bottom Water","0.6","1","0.05","0.89","0.069","0.023","0.11","9","0.6","<1","3.7","7.9","25.4","33.2"
"Tolo Harbour and Channel","TM6","1998-09-21","1","Surface Water","3.3","2.3","0.04","0.89","0.021","0.005","0.03","128","5.9","<1","1.6","8.4","28.5","28.8"
"Tolo Harbour and Channel","TM6","1998-09-21","1","Middle Water","2.9","2.1","0.03","0.6","0.026","0.005","0.03","117","5.3","1","1.9","8.3","28.4","31.2"
"Tolo Harbour and Channel","TM6","1998-09-21","1","Bottom Water","1.7","1.4","0.03","0.7","0.021","0.005","0.03","64","3","<1","2.6","8.2","27.6","31.7"
"Tolo Harbour and Channel","TM6","1998-10-14","1","Surface Water","2.9","2.1","0.03","0.83","0.065","0.012","0.07","68","3.1","3","3.4","8.3","28.3","29.5"
"Tolo Harbour and Channel","TM6","1998-10-14","1","Middle Water","1.7","1.2","0.04","0.84","0.071","0.017","0.13","91","4.2","4","3.2","8.1","27.3","31.7"
"Tolo Harbour and Channel","TM6","1998-10-14","1","Bottom Water","3.5","2.1","0.04","0.81","0.081","0.009","0.09","80","3.7","46","3.8","8.1","27.2","32.2"
"Tolo Harbour and Channel","TM6","1998-10-29","1","Surface Water","2.5","2.3","0.05","0.67","0.033","0.009","0.04","129","6.2","17","2.8","8.3","25.3","31"
"Tolo Harbour and Channel","TM6","1998-10-29","1","Middle Water","1.4","2.4","0.04","0.58","0.03","0.01","0.04","104","5","9","3.5","8.2","25.3","32.4"
"Tolo Harbour and Channel","TM6","1998-10-29","1","Bottom Water","0.4","2.5","0.04","0.6","0.069","0.02","0.1","78","3.7","<1","4.9","8.1","25.3","32.8"
"Tolo Harbour and Channel","TM6","1998-11-11","1","Surface Water","1.3","1.8","0.04","0.92","0.055","0.007","0.06","107","7.5","1","2.2","8.3","24.9","31.2"
"Tolo Harbour and Channel","TM6","1998-11-11","1","Middle Water","1.1","1.6","0.04","0.89","0.052","0.006","0.06","112","7.8","2","2.3","8.3","24.8","31.3"
"Tolo Harbour and Channel","TM6","1998-11-11","1","Bottom Water","0.9","1.9","0.04","0.85","0.075","0.011","0.08","99","6.8","1","2.2","8.3","24.7","31.4"
"Tolo Harbour and Channel","TM6","1998-11-25","1","Surface Water","1.2","1.9","0.02","1","0.044","0.01","0.05","105","7.4","1","2.2","8.4","23.8","31.3"
"Tolo Harbour and Channel","TM6","1998-11-25","1","Middle Water","1.3","1.9","0.03","1.01","0.045","0.013","0.05","105","7.4","1","2.2","8.4","23.8","31.3"
"Tolo Harbour and Channel","TM6","1998-11-25","1","Bottom Water","1.4","1.8","0.03","1.31","0.037","0.011","0.04","99","7","2","4.4","8.4","23.8","30.7"
"Tolo Harbour and Channel","TM6","1998-12-04","1","Surface Water","1.1","8.2","0.03","0.42","0.14","0.015","0.17","86","6.2","14","3.7","8.1","22.7","30.9"
"Tolo Harbour and Channel","TM6","1998-12-04","1","Middle Water","1.1","5.2","0.03","0.41","0.14","0.013","0.17","86","6.2","25","3.7","8.2","22.7","30.9"
"Tolo Harbour and Channel","TM6","1998-12-04","1","Bottom Water","2.7","7.7","0.03","0.4","0.13","0.013","0.16","85","6.1","21","3.8","8.2","22.7","30.8"
"Tolo Harbour and Channel","TM6","1998-12-18","1","Surface Water","2.4","3.2","0.03","0.7","0.14","0.007","0.25","112","8.8","4","3.3","8.5","18.1","30.9"
"Tolo Harbour and Channel","TM6","1998-12-18","1","Middle Water","2","3.1","0.03","0.64","0.13","0.011","0.22","101","7.9","6","3.1","8.4","18","31.1"
"Tolo Harbour and Channel","TM6","1998-12-18","1","Bottom Water","1.4","2.4","0.03","0.64","0.14","0.015","0.23","80","6.3","5","4.8","8.3","18","31.3"
"Tolo Harbour and Channel","TM6","1999-01-07","1","Surface Water","2.5","2","0.03","0.62","0.14","0.003","0.18","110","8.6","8","2.9","8.4","18.6","30.5"
"Tolo Harbour and Channel","TM6","1999-01-07","1","Middle Water","2.3","1.8","0.03","0.63","0.14","0.005","0.18","102","8","2","3.4","8.3","18.4","30.7"
"Tolo Harbour and Channel","TM6","1999-01-07","1","Bottom Water","1.5","3.8","0.03","0.63","0.14","0.008","0.18","89","6.9","5","8.5","8.3","18.5","30.8"
"Tolo Harbour and Channel","TM6","1999-02-01","1","Surface Water","2.6","2.6","0.03","0.42","0.089","0.011","0.09","91","6.9","1","2.8","8.5","20.2","30"
"Tolo Harbour and Channel","TM6","1999-02-01","1","Middle Water","0.8","1.2","0.02","0.35","0.082","0.009","0.11","73","5.7","<1","2.5","8.3","17.9","31"
"Tolo Harbour and Channel","TM6","1999-02-01","1","Bottom Water","0.7","1.3","<0.02","0.28","0.091","0.012","0.14","66","5.2","<1","3","8.2","17.2","31.2"
"Tolo Harbour and Channel","TM6","1999-03-04","1","Surface Water","2","1.8","0.02","0.25","0.059","0.013","0.06","108","8.1","<1","3","8.4","20.2","31.5"
"Tolo Harbour and Channel","TM6","1999-03-04","1","Middle Water","2","1.4","0.02","0.26","0.048","0.01","0.05","103","7.9","<1","3.7","8.3","19.4","31.8"
"Tolo Harbour and Channel","TM6","1999-03-04","1","Bottom Water","2.6","3","0.03","0.3","0.061","0.01","0.07","87","6.7","<1","5","8.2","18.4","32.3"
"Tolo Harbour and Channel","TM6","1999-04-12","1","Surface Water","1.6","1.9","0.02","0.32","0.027","0.014","0.03","97","7","53","3.5","8.2","22.6","31.9"
"Tolo Harbour and Channel","TM6","1999-04-12","1","Middle Water","1.8","2.5","0.02","0.34","0.014","0.018","0.02","94","6.8","48","3.3","8.2","21.9","32.4"
"Tolo Harbour and Channel","TM6","1999-04-12","1","Bottom Water","0.9","1.2","<0.02","0.32","0.016","0.016","0.02","83","6.1","3","5.1","8.1","20.6","33"
"Tolo Harbour and Channel","TM6","1999-05-03","1","Surface Water","3.3","3","0.03","0.42","<0.005","0.01","0.03","87","6.1","120","3.9","8.2","24.2","31.5"
"Tolo Harbour and Channel","TM6","1999-05-03","1","Middle Water","1","2.1","0.03","0.36","0.041","0.015","0.05","82","5.8","8","3.7","8.2","23.7","32.2"
"Tolo Harbour and Channel","TM6","1999-05-03","1","Bottom Water","1.1","6.3","0.04","0.45","0.041","0.011","0.06","68","4.8","2","6.4","8.1","23.4","32.8"
"Tolo Harbour and Channel","TM6","1999-06-10","1","Surface Water","2.9","2.3","0.03","0.37","0.022","0.006","0.03","145","9.5","<1","5.6","8.2","28.4","31"
"Tolo Harbour and Channel","TM6","1999-06-10","1","Middle Water","0.6","2.2","<0.02","0.3","0.035","0.016","0.05","86","5.7","<1","5.2","8.1","27.4","32.1"
"Tolo Harbour and Channel","TM6","1999-06-10","1","Bottom Water","0.5","3.3","0.02","0.41","0.059","0.018","0.09","74","4.9","<1","5.7","8","26.7","32.7"
"Tolo Harbour and Channel","TM6","1999-07-08","1","Surface Water","2.1","2.7","0.04","0.32","0.016","0.018","0.02","53","3.6","36","8.6","8.1","26.7","33"
"Tolo Harbour and Channel","TM6","1999-07-08","1","Middle Water","2.2","2.6","0.04","0.37","0.021","0.014","0.03","62","4.3","20","8.7","8","24.3","33.7"
"Tolo Harbour and Channel","TM6","1999-07-08","1","Bottom Water","2","2.9","0.03","0.43","0.031","0.019","0.04","35","2.5","5","11.4","7.9","22.4","34.4"
"Tolo Harbour and Channel","TM6","1999-08-19","1","Surface Water","1.6","1.5","0.05","0.4","<0.005","0.014","0.01","71","4.6","1","5.4","8.7","29","31"
"Tolo Harbour and Channel","TM6","1999-08-19","1","Middle Water","0.9","0.7","0.06","0.3","<0.005","0.044","0.14","33","2.3","3","5.4","8.4","25.8","33"
"Tolo Harbour and Channel","TM6","1999-08-19","1","Bottom Water","0.1","0.9","0.05","0.32","<0.005","0.037","0.19","15","1.1","<10","5","8.3","23.7","34.2"
"Tolo Harbour and Channel","TM6","1999-09-09","1","Surface Water","2","2","<0.02","0.21","0.015","<0.002","0.02","101","6.6","9","5.6","8.7","29.6","28.3"
"Tolo Harbour and Channel","TM6","1999-09-09","1","Middle Water","1.2","3","<0.02","0.18","0.045","0.008","0.05","99","6.5","3","5.2","8.5","28.5","29.8"
"Tolo Harbour and Channel","TM6","1999-09-09","1","Bottom Water","0.7","1.9","0.04","0.28","0.11","0.031","0.18","47","3.1","2","5.5","8","26.2","31.8"
"Tolo Harbour and Channel","TM6","1999-10-14","1","Surface Water","1.9","10","0.05","0.35","0.033","0.004","0.04","78","5.2","2","5.5","8","28","30.1"
"Tolo Harbour and Channel","TM6","1999-10-14","1","Middle Water","1.4","2.8","0.05","0.32","0.031","0.006","0.09","90","6","1","5.3","7.9","27.4","30.5"
"Tolo Harbour and Channel","TM6","1999-10-14","1","Bottom Water","0.6","4","0.06","0.43","0.023","0.022","0.28","65","4.4","<1","6.2","7.7","26.8","31.4"
"Tolo Harbour and Channel","TM6","1999-11-17","1","Surface Water","1.5","2.8","0.03","0.31","0.062","0.004","0.09","78","5.5","<1","5.8","8.2","23.9","30.9"
"Tolo Harbour and Channel","TM6","1999-11-17","1","Middle Water","0.8","3.4","0.02","0.32","0.08","0.008","0.1","91","6.4","<1","5.8","8.2","23.8","31"
"Tolo Harbour and Channel","TM6","1999-11-17","1","Bottom Water","0.6","1.9","0.02","0.36","0.059","0.009","0.07","91","6.4","<1","5.4","8.1","23.8","31.2"
"Tolo Harbour and Channel","TM6","1999-12-08","1","Surface Water","1.3","1.6","0.02","0.27","0.15","0.024","0.21","86","6.4","7","5.3","7.9","20.8","30.9"
"Tolo Harbour and Channel","TM6","1999-12-08","1","Middle Water","1","3.2","0.03","0.28","0.12","0.014","0.16","89","6.7","7","5.6","7.9","20.5","31.1"
"Tolo Harbour and Channel","TM6","1999-12-08","1","Bottom Water","0.5","5.6","0.03","0.36","0.12","0.029","0.16","88","6.6","1","7.8","7.9","20.5","31.2"
"Tolo Harbour and Channel","TM6","2000-01-19","1","Surface Water","2.5","1.3","0.04","0.52","0.18","0.008","0.21","75","5.9","4","5.2","8.1","17.6","30.3"
"Tolo Harbour and Channel","TM6","2000-01-19","1","Middle Water","2.2","0.8","0.03","0.43","0.17","0.011","0.19","88","7","1","4.8","8.1","17.8","30.6"
"Tolo Harbour and Channel","TM6","2000-01-19","1","Bottom Water","1.4","0.9","0.03","0.3","0.15","0.014","0.17","84","6.7","<1","4.9","8.1","17.7","30.6"
"Tolo Harbour and Channel","TM6","2000-02-25","1","Surface Water","1.4","1.8","<0.02","0.22","0.051","0.006","0.06","69","5.6","3","4.9","8.1","16.5","31"
"Tolo Harbour and Channel","TM6","2000-02-25","1","Middle Water","0.7","2.2","0.02","0.12","0.042","0.008","0.05","78","6.3","4","4.9","8.1","16.5","31.1"
"Tolo Harbour and Channel","TM6","2000-02-25","1","Bottom Water","0.7","6.2","0.02","0.2","0.032","0.005","0.04","77","6.2","1","5.7","8.1","16.6","31.3"
"Tolo Harbour and Channel","TM6","2000-03-06","1","Surface Water","3.4","2.6","0.03","0.25","0.016","0.011","0.02","98","7.8","13","5.8","8.2","17.4","30.4"
"Tolo Harbour and Channel","TM6","2000-03-06","1","Middle Water","2.6","2.2","0.02","0.24","0.016","0.008","0.02","98","8","2","5.5","8.1","16.5","30.8"
"Tolo Harbour and Channel","TM6","2000-03-06","1","Bottom Water","0.4","2.4","<0.02","0.22","0.038","0.01","0.05","85","7","<1","6.1","8","15.6","31.2"
"Tolo Harbour and Channel","TM6","2000-04-12","1","Surface Water","2.3","1.8","0.04","0.3","0.06","0.02","0.09","86","6.5","18","5.4","8.1","20.8","29.6"
"Tolo Harbour and Channel","TM6","2000-04-12","1","Middle Water","1.5","1.4","<0.02","0.17","0.071","0.015","0.09","89","6.7","5","4.9","8","20","30.2"
"Tolo Harbour and Channel","TM6","2000-04-12","1","Bottom Water","0.8","5","0.03","0.25","0.15","0.027","0.18","69","5.4","<1","7.3","7.9","17.9","31.4"
"Tolo Harbour and Channel","TM6","2000-05-15","1","Surface Water","2.8","1.8","0.03","0.32","0.019","0.004","0.02","76","5.3","<1","5.3","8.4","26.1","27.5"
"Tolo Harbour and Channel","TM6","2000-05-15","1","Middle Water","3.2","1.7","0.03","0.48","0.034","0.004","0.04","89","6.2","<1","5.1","8.3","25.4","29"
"Tolo Harbour and Channel","TM6","2000-05-15","1","Bottom Water","2.2","0.9","0.04","0.46","0.15","0.02","0.15","37","2.7","1","5.7","7.7","22.4","30.9"
"Tolo Harbour and Channel","TM6","2000-06-15","1","Surface Water","0.9","0.8","0.02","0.2","0.029","0.009","0.03","94","6.3","<1","4.9","8.3","26","31.9"
"Tolo Harbour and Channel","TM6","2000-06-15","1","Middle Water","1.7","1.2","0.05","0.33","0.045","0.016","0.05","102","7","<1","5.2","8.3","25.5","32.5"
"Tolo Harbour and Channel","TM6","2000-06-15","1","Bottom Water","0.2","2.1","0.04","0.17","0.021","0.027","0.1","57","4","<1","6.4","8.1","23.1","33.9"
"Tolo Harbour and Channel","TM6","2000-07-24","1","Surface Water","3.7","3.2","0.03","0.31","0.01","0.008","0.02","127","8.2","2","1.1","8.1","30.1","28.4"
"Tolo Harbour and Channel","TM6","2000-07-24","1","Middle Water","1.6","1.8","0.02","0.26","0.024","0.006","0.03","97","6.3","<1","1.2","7.8","28.9","31"
"Tolo Harbour and Channel","TM6","2000-07-24","1","Bottom Water","0.9","1.3","0.03","0.33","0.091","0.023","0.16","41","2.8","<1","1.2","7.6","24.6","33.5"
"Tolo Harbour and Channel","TM6","2000-08-23","1","Surface Water","1.6","2.8","0.03","0.21","0.016","0.029","0.02","95","6","49","5.3","8.2","29.6","32.1"
