"Water Control Zone","Station","Dates","Sample No","Depth","5-day Biochemical Oxygen Demand (mg/L)","Suspended Solids (mg/L)","Total Phosphorus (mg/L)","Total Nitrogen (mg/L)","Ammonia Nitrogen (mg/L)","Orthophosphate Phosphorus (mg/L)","Total Inorganic Nitrogen (mg/L)","Chlorophyll-a (μg/L)","Dissolved Oxygen (%saturation)","Dissolved Oxygen (mg/L)","E. coli (cfu/100mL)","Turbidity (NTU)","pH","Temperature (°C)","Salinity (psu)"
"North Western","NM5","2012-05-21","1","Surface Water","0.6","4.2","0.04","1.42","0.22","0.03","1.33","1.4","83","5.9","550","4.3","7.5","27.2","20.3"
"North Western","NM5","2012-05-21","1","Middle Water","0.4","4.5","0.04","1.29","0.19","0.028","1.14","0.7","79","5.6","1300","4.6","7.5","26.8","23.4"
"North Western","NM5","2012-05-21","1","Bottom Water","0.1","8.1","0.04","0.86","0.24","0.025","0.79","0.5","72","5","5200","6.2","7.5","26","26.5"
"North Western","NM5","2012-06-21","1","Surface Water","0.6","5.1","0.05","1.4","0.18","0.039","1.25","<0.2","101","6.9","30","5.8","7.6","29.2","19.8"
"North Western","NM5","2012-06-21","1","Middle Water","<0.1","7.6","0.04","0.8","0.16","0.031","0.65","0.5","89","6","570","6.7","7.6","28.5","25.1"
"North Western","NM5","2012-06-21","1","Bottom Water","<0.1","9.4","0.04","0.74","0.16","0.029","0.59","0.2","87","5.8","530","8.2","7.6","28.4","26.4"
"North Western","NM5","2012-07-13","1","Surface Water","1.9","5.2","0.05","2.13","0.025","0.026","1.77","9.8","125","9.2","56","5.3","7.8","29.7","7.1"
"North Western","NM5","2012-07-13","1","Middle Water","0.7","7.9","0.05","1.82","0.044","0.026","1.49","8.5","49","3.4","8100","7","7.3","27.2","24.4"
"North Western","NM5","2012-07-13","1","Bottom Water","1.4","10","0.04","0.65","0.062","0.03","0.42","0.9","34","2.3","26000","7","7.3","25.5","29.8"
"North Western","NM5","2012-08-16","1","Surface Water","1.4","3.8","0.05","1.59","0.09","0.025","1.32","8.5","90","6.2","8","3.5","7.9","29.8","17.1"
"North Western","NM5","2012-08-16","1","Middle Water","0.7","11","0.04","0.96","0.084","0.02","0.76","7.9","59","4","500","8.1","7.8","27.9","26.1"
"North Western","NM5","2012-08-16","1","Bottom Water","1","23","0.05","0.61","0.09","0.021","0.45","3.6","42","2.9","4600","21.3","7.8","26.9","29.3"
"North Western","NM5","2012-09-13","1","Surface Water","1.5","5.9","0.07","1.6","0.045","0.015","1.22","5.4","129","8.8","250","3.6","8.2","30.3","18.9"
"North Western","NM5","2012-09-13","1","Middle Water","1","5.8","0.04","0.9","0.078","0.017","0.65","3.3","83","5.5","900","3.6","7.9","29.3","25.4"
"North Western","NM5","2012-09-13","1","Bottom Water","1","19","0.06","0.82","0.1","0.015","0.51","1.6","52","3.4","10000","17.1","7.8","28.6","28"
"North Western","NM5","2012-10-15","1","Surface Water","0.5","8","0.05","0.86","0.058","0.024","0.6","2.4","90","6","1100","6.8","8","27.8","27.7"
"North Western","NM5","2012-10-15","1","Middle Water","0.3","7.7","0.04","0.69","0.056","0.02","0.49","2.3","96","6.4","540","7.8","8","27.6","29"
"North Western","NM5","2012-10-15","1","Bottom Water","0.6","13","0.04","0.63","0.062","0.019","0.4","1.5","95","6.3","1600","9.5","8","27.8","30"
"North Western","NM5","2012-11-08","1","Surface Water","0.3","6.2","0.07","1.42","0.089","0.045","1.19","0.7","84","6","41","6.8","7.6","25.1","25.1"
"North Western","NM5","2012-11-08","1","Middle Water","0.3","8.9","0.07","0.95","0.14","0.051","0.73","0.7","81","5.7","240","10.8","7.7","24.9","29"
"North Western","NM5","2012-11-08","1","Bottom Water","0.3","16","0.06","0.71","0.062","0.031","0.46","0.8","82","5.7","1500","14.7","7.7","25.1","30.5"
"North Western","NM5","2012-12-05","1","Surface Water","0.2","5.1","0.08","1.14","0.23","0.048","0.98","1.1","82","6.2","740","5.3","7.5","20.9","27.2"
"North Western","NM5","2012-12-05","1","Middle Water","0.5","4.7","0.05","0.64","0.11","0.033","0.49","0.9","87","6.4","4900","6.5","7.6","21.6","31.1"
"North Western","NM5","2012-12-05","1","Bottom Water","0.3","16","0.05","0.53","0.1","0.031","0.42","1.2","86","6.3","1600","17.5","7.6","21.7","31.7"
"North Western","NM5","2013-01-14","1","Surface Water","0.4","10","0.04","0.4","0.15","0.018","0.3","5.5","96","7.5","1100","13.8","7.9","17.6","32.7"
"North Western","NM5","2013-01-14","1","Middle Water","0.5","20","0.04","0.44","0.14","0.018","0.29","3.5","96","7.5","1900","20.4","7.9","17.6","32.7"
"North Western","NM5","2013-01-14","1","Bottom Water","0.5","18","0.05","0.42","0.13","0.018","0.28","2.9","96","7.5","1100","21.1","7.9","17.6","32.7"
"North Western","NM5","2013-02-25","1","Surface Water","2.2","3.3","0.05","0.62","0.05","0.005","0.32","<0.2","124","9.5","57","2.6","8.1","19.4","30"
"North Western","NM5","2013-02-25","1","Middle Water","2.1","1.6","0.03","0.49","0.069","0.007","0.31","18","123","9.5","120","2","8.1","19","30.7"
"North Western","NM5","2013-02-25","1","Bottom Water","1.9","3.3","0.02","0.44","0.044","0.008","0.23","18","121","9.3","540","1.9","8.1","18.9","30.9"
"North Western","NM5","2013-03-20","1","Surface Water","<0.1","4.7","0.05","1.66","0.41","0.041","1.47","1","91","6.9","4","5.6","7.6","22.6","22.4"
"North Western","NM5","2013-03-20","1","Middle Water","<0.1","3.3","0.05","1.02","0.25","0.029","0.81","1.1","86","6.5","510","3","7.6","21.2","28.3"
"North Western","NM5","2013-03-20","1","Bottom Water","<0.1","5.3","0.04","0.71","0.23","0.027","0.52","1","82","6.2","17000","5","7.6","20.4","30.2"
"North Western","NM5","2013-04-08","1","Surface Water","0.3","3.1","0.06","1.29","0.35","0.042","1.07","1.7","86","6.8","230","3.6","7.6","20.3","24.5"
"North Western","NM5","2013-04-08","1","Middle Water","<0.1","4.7","0.04","0.72","0.18","0.023","0.56","1.3","88","6.7","170","4.1","7.7","20.1","29.2"
"North Western","NM5","2013-04-08","1","Bottom Water","0.4","4.3","0.03","0.55","0.15","0.02","0.39","0.5","87","6.6","800","3.7","7.7","20.2","30.6"
"North Western","NM5","2013-05-06","1","Surface Water","0.4","3","0.06","1.28","0.31","0.045","1.09","1.8","84","6.2","180","3.3","7.8","23.3","24.7"
"North Western","NM5","2013-05-06","1","Middle Water","0.3","3.2","0.04","0.82","0.19","0.028","0.61","0.7","84","6.2","400","3.5","7.9","22.7","28.6"
"North Western","NM5","2013-05-06","1","Bottom Water","0.7","9.3","0.04","0.74","0.17","0.025","0.51","0.7","80","5.8","1800","9.6","7.9","22.4","30"
"North Western","NM5","2013-06-03","1","Surface Water","2.2","3.8","0.04","1.78","0.017","0.018","1.49","13","116","8.4","30","5.1","8.1","29.7","8.3"
"North Western","NM5","2013-06-03","1","Middle Water","0.5","2.8","0.04","0.51","0.1","0.021","0.49","1.7","56","4","1600","2.1","7.7","25.6","26.1"
"North Western","NM5","2013-06-03","1","Bottom Water","2.1","5","0.04","0.5","0.079","0.019","0.46","1.8","56","3.9","7200","4.4","7.8","24.5","30.3"
"North Western","NM5","2013-07-08","1","Surface Water","0.8","6.9","0.06","1.42","0.043","0.031","1.2","5.7","95","6.8","100","5.7","8.2","29.3","12"
"North Western","NM5","2013-07-08","1","Middle Water","0.5","18","0.06","0.97","0.1","0.03","0.81","1.9","62","4.3","3500","13.3","8","27.6","22.1"
"North Western","NM5","2013-07-08","1","Bottom Water","0.9","20","0.05","0.61","0.099","0.03","0.57","1.5","44","3","5200","11.8","8","26.5","26.8"
"North Western","NM5","2013-08-16","1","Surface Water","0.4","8.5","0.07","2.18","<0.005","0.055","1.85","0.6","83","6.1","500","7.9","7.7","28.8","8.9"
"North Western","NM5","2013-08-16","1","Middle Water","0.6","22","0.09","1.7","0.024","0.063","1.42","0.5","72","5.1","2600","18","7.6","28.6","15.6"
"North Western","NM5","2013-08-16","1","Bottom Water","0.9","30","0.09","1.5","0.14","0.058","1.15","0.3","56","3.8","16000","26.8","7.7","28.5","22.9"
"North Western","NM5","2013-09-06","1","Surface Water","0.3","3.7","0.06","1.39","0.24","0.048","1.17","1.1","56","4.1","390","5.1","7.8","27.1","17.6"
"North Western","NM5","2013-09-06","1","Middle Water","0.2","3.7","0.05","0.93","0.16","0.041","0.79","0.9","55","3.9","560","5.7","7.9","26.3","24"
"North Western","NM5","2013-09-06","1","Bottom Water","0.5","4.2","0.05","0.73","0.14","0.038","0.61","0.6","45","3.2","4000","9.7","7.9","25.6","26.9"
"North Western","NM5","2013-10-21","1","Surface Water","1.1","7","0.06","0.85","0.054","0.035","0.68","2.7","63","4.4","130","4.5","7.9","26.8","26.4"
"North Western","NM5","2013-10-21","1","Middle Water","0.9","11","0.05","0.64","0.056","0.026","0.46","2.5","88","5.9","1900","9.4","7.9","27.3","29.2"
"North Western","NM5","2013-10-21","1","Bottom Water","1.4","19","0.05","0.54","0.065","0.025","0.39","2.2","85","5.8","3700","17.9","8","27","29.6"
"North Western","NM5","2013-11-11","1","Surface Water","0.8","5.7","0.07","1.17","0.21","0.055","0.96","1.8","77","5.5","120","5.3","7.8","25.3","25.7"
"North Western","NM5","2013-11-11","1","Middle Water","0.4","8.6","0.06","0.83","0.17","0.04","0.6","0.9","79","5.5","2900","6.9","7.9","25.3","29.1"
"North Western","NM5","2013-11-11","1","Bottom Water","1.7","10","0.06","0.62","0.17","0.034","0.51","0.8","79","5.5","6400","8","7.9","25.3","29.4"
"North Western","NM5","2013-12-05","1","Surface Water","<0.1","14","0.06","0.71","0.16","0.041","0.6","1.1","83","6.3","440","12.4","8","20.4","30.4"
"North Western","NM5","2013-12-05","1","Middle Water","<0.1","23","0.05","0.64","0.15","0.037","0.56","1.3","87","6.5","630","11.8","8","20.5","31.1"
"North Western","NM5","2013-12-05","1","Bottom Water","0.3","42","0.06","0.55","0.1","0.032","0.42","0.7","88","6.5","2700","35.2","8.1","20.6","31.6"
"North Western","NM5","2014-01-06","1","Surface Water","0.5","16","0.04","0.72","0.27","0.028","0.56","0.6","56","4.5","6100","10.4","8","17.3","31"
"North Western","NM5","2014-01-06","1","Middle Water","0.5","22","0.05","0.75","0.26","0.029","0.55","0.3","85","6.8","5900","14.2","8","17.3","31"
"North Western","NM5","2014-01-06","1","Bottom Water","0.2","24","0.05","0.66","0.23","0.027","0.5","0.5","86","6.8","1900","19.6","8","17.3","31.3"
"North Western","NM5","2014-02-06","1","Surface Water","2.7","3.1","0.04","1.36","0.18","0.006","0.9","18","129","10.2","73","1.1","8.1","19.2","26.1"
"North Western","NM5","2014-02-06","1","Middle Water","1.8","2.2","0.03","0.79","0.14","0.009","0.52","13","125","9.8","660","1.1","8.1","18.5","29.5"
"North Western","NM5","2014-02-06","1","Bottom Water","1.7","8.5","0.04","0.68","0.13","0.013","0.46","10","121","9.5","1400","6","8","18.3","30"
"North Western","NM5","2014-03-21","1","Surface Water","0.4","7.6","0.06","0.88","0.31","0.025","0.77","0.5","58","4.5","59","6.1","7.7","18.4","29.6"
"North Western","NM5","2014-03-21","1","Middle Water","0.4","9.5","0.05","0.86","0.3","0.031","0.7","<0.2","89","7","90","7.2","7.7","18.4","30.4"
"North Western","NM5","2014-03-21","1","Bottom Water","0.4","16","0.05","0.71","0.28","0.034","0.61","<0.2","88","6.9","430","8.6","7.7","18.2","31.1"
"North Western","NM5","2014-04-23","1","Surface Water","0.6","2.8","0.05","1.33","0.24","0.027","1.01","0.4","61","4.6","170","2.9","7.8","24","21.4"
"North Western","NM5","2014-04-23","1","Middle Water","0.5","2","0.05","0.85","0.2","0.022","0.66","0.8","88","6.4","190","1.6","8","23.3","28"
"North Western","NM5","2014-04-23","1","Bottom Water","0.3","4.4","0.04","0.62","0.16","0.018","0.44","<0.2","87","6.3","1300","4.2","8","22.8","30.2"
"North Western","NM5","2014-05-07","1","Surface Water","0.4","7.9","0.06","1.26","0.28","0.043","1.07","0.5","80","5.9","410","3.1","8","23.7","23.9"
"North Western","NM5","2014-05-07","1","Middle Water","0.4","3.7","0.03","0.59","0.14","0.011","0.46","<0.2","86","6.1","75","4.3","8","24","29.9"
"North Western","NM5","2014-05-07","1","Bottom Water","0.3","4.6","0.03","0.57","0.13","0.021","0.43","0.6","86","6.1","61","4.2","8.1","23.9","30.6"
"North Western","NM5","2014-06-05","1","Surface Water","1.6","2.7","0.04","1.46","0.022","0.023","1.25","2.8","93","6.7","60","2.9","8","28.9","13.6"
"North Western","NM5","2014-06-05","1","Middle Water","1.1","3.4","0.03","0.65","0.075","0.018","0.5","1.5","42","2.9","73","3.5","7.8","26.2","27.2"
"North Western","NM5","2014-06-05","1","Bottom Water","0.9","2.4","0.03","0.54","0.089","0.019","0.43","2.4","43","3","100","5.9","7.9","25","31.1"
"North Western","NM5","2014-07-04","1","Surface Water","0.9","4.2","0.05","1.82","0.081","0.04","1.59","3.5","80","5.7","34","5","7.7","30.1","10.8"
"North Western","NM5","2014-07-04","1","Middle Water","0.9","5.9","0.05","1.31","0.1","0.04","1.12","2.4","54","3.7","260","4.3","7.7","28.7","22.1"
"North Western","NM5","2014-07-04","1","Bottom Water","0.9","5.9","0.05","1.08","0.1","0.036","0.89","1.2","41","2.8","120","5.7","7.8","26.8","28.4"
"North Western","NM5","2014-08-15","1","Surface Water","0.6","5.4","0.06","1.62","<0.005","0.052","1.37","0.7","65","4.5","160","6.8","7.9","29.1","17.9"
"North Western","NM5","2014-08-15","1","Middle Water","0.8","6.1","0.06","1.45","0.005","0.048","1.23","1.4","66","4.5","62","6.4","7.9","28.6","21.7"
"North Western","NM5","2014-08-15","1","Bottom Water","0.6","6.7","0.06","1.37","<0.005","0.049","1.19","0.7","52","3.6","160","24.4","7.9","27.2","25.8"
"North Western","NM5","2014-09-01","1","Surface Water","0.8","3","0.07","1.48","0.053","0.05","1.31","0.7","50","3.5","220","3.8","7.3","29.6","16.5"
"North Western","NM5","2014-09-01","1","Middle Water","0.5","4.1","0.05","1.07","0.05","0.034","0.87","1.4","64","4.3","90","3.6","7.5","28.4","23.5"
"North Western","NM5","2014-09-01","1","Bottom Water","1.5","10","0.05","0.7","0.078","0.03","0.57","2","57","3.9","90","9.7","7.5","27.1","28.5"
"North Western","NM5","2014-10-08","1","Surface Water","0.4","7.6","0.05","0.87","0.042","0.037","0.67","1.8","80","5.3","75","6.1","7.6","29","27.2"
"North Western","NM5","2014-10-08","1","Middle Water","0.4","6.6","0.06","0.7","0.044","0.033","0.54","0.9","79","5.2","230","9.9","7.6","28.8","28.7"
"North Western","NM5","2014-10-08","1","Bottom Water","0.5","8.4","0.04","0.49","0.055","0.027","0.43","2.1","78","5.1","200","10.3","7.6","29.1","29.8"
"North Western","NM5","2014-11-06","1","Surface Water","0.4","4.6","0.05","0.87","0.054","0.04","0.69","<0.2","80","5.5","340","5.4","7.8","26.1","28.9"
"North Western","NM5","2014-11-06","1","Middle Water","0.5","6.2","0.05","0.64","0.075","0.034","0.49","1.3","83","5.7","16000","5.6","7.9","25.9","30.8"
"North Western","NM5","2014-11-06","1","Bottom Water","0.2","5.4","0.04","0.51","0.038","0.029","0.43","1.2","85","5.8","1200","7.8","7.9","25.8","31.1"
"North Western","NM5","2014-12-17","1","Surface Water","1","1.8","<0.02","0.31","0.061","0.008","0.14","16","72","5.5","5","1.8","8","19.3","31.9"
"North Western","NM5","2014-12-17","1","Middle Water","1.1","5","<0.02","0.3","0.06","0.009","0.13","15","101","7.6","17","1.9","8","19.6","32.4"
"North Western","NM5","2014-12-17","1","Bottom Water","0.8","3.8","<0.02","0.32","0.051","0.008","0.11","12","100","7.7","10","3.2","8","18.8","32.5"
"North Western","NM5","2015-01-12","1","Surface Water","0.6","2.9","0.07","1.01","0.18","0.019","0.36","0.9","85","6.7","100","6.4","7.8","17.8","31"
"North Western","NM5","2015-01-12","1","Middle Water","0.5","2.8","0.04","0.55","0.16","0.008","0.33","1","90","7.1","130","5.9","7.8","17.9","31"
"North Western","NM5","2015-01-12","1","Bottom Water","0.5","7.8","0.03","0.47","0.14","0.016","0.31","0.9","90","7.1","94","11.9","7.8","17.9","31.1"
"North Western","NM5","2015-02-09","1","Surface Water","0.1","3.3","0.05","1.01","0.22","0.014","0.6","3.7","92","7.4","91","2.7","7.7","17","29.7"
"North Western","NM5","2015-02-09","1","Middle Water","<0.1","10","0.04","0.68","0.18","0.019","0.48","2.2","93","7.5","210","2.6","7.8","16.9","30.2"
"North Western","NM5","2015-02-09","1","Bottom Water","0.3","7.6","0.04","0.66","0.18","0.011","0.45","2.9","93","7.5","35","5.8","7.8","16.9","30.6"
"North Western","NM5","2015-03-11","1","Surface Water","<0.1","3.6","0.04","1.28","0.25","0.031","0.88","1.4","87","6.8","170","4","7.7","19.1","27.7"
"North Western","NM5","2015-03-11","1","Middle Water","<0.1","3.6","0.03","1.03","0.18","0.008","0.59","1","88","6.8","530","4.1","7.7","19","29.8"
"North Western","NM5","2015-03-11","1","Bottom Water","0.2","6.2","0.03","0.87","0.19","0.022","0.52","1","88","6.8","51","5.9","7.7","18.9","30.4"
"North Western","NM5","2015-04-20","1","Surface Water","0.5","10","0.05","0.85","0.14","0.02","0.72","2.2","87","6.3","150","8.8","7.8","23.7","27.7"
"North Western","NM5","2015-04-20","1","Middle Water","0.4","6.5","0.05","0.78","0.13","0.018","0.64","0.7","88","6.4","79","5.6","7.8","23.7","28.4"
"North Western","NM5","2015-04-20","1","Bottom Water","0.5","7.3","0.04","0.82","0.13","0.018","0.6","0.8","88","6.3","80","5.8","7.8","23.7","28.8"
"North Western","NM5","2015-05-07","1","Surface Water","<0.1","4.1","0.05","1.66","0.22","0.024","1.32","1","81","5.8","160","5.1","8","27","19.8"
"North Western","NM5","2015-05-07","1","Middle Water","<0.1","6.5","0.06","1.41","0.2","0.006","1.17","<0.2","79","5.6","96","6.4","8","26.7","21.8"
"North Western","NM5","2015-05-07","1","Bottom Water","0.3","7.4","0.04","0.91","0.17","0.004","0.69","0.3","75","5.2","53","9","8","25.8","26.8"
"North Western","NM5","2015-06-10","1","Surface Water","1.2","6","0.07","2.03","0.071","0.052","1.73","2.4","81","5.9","71","6.8","7.6","29.4","8.5"
"North Western","NM5","2015-06-10","1","Middle Water","0.8","4.2","0.06","1.29","0.094","0.037","1.11","0.9","49","3.4","1300","5.4","7.6","26.4","25.9"
"North Western","NM5","2015-06-10","1","Bottom Water","0.7","6.6","0.07","1.06","0.1","0.031","0.86","0.6","42","2.9","1500","8.5","7.7","25.5","29.2"
"North Western","NM5","2015-07-03","1","Surface Water","2.6","2.7","0.07","1.65","0.013","0.044","1.43","3.5","75","5.3","9","5.7","7.9","29.7","14.6"
"North Western","NM5","2015-07-03","1","Middle Water","2.1","8.6","0.06","1.23","0.035","0.033","1.09","2.5","58","4","110","8.8","7.8","27.2","23.4"
"North Western","NM5","2015-07-03","1","Bottom Water","1.8","3.9","0.07","1.16","0.042","0.031","1.02","1.5","45","3.1","95","9.2","7.8","25.5","28.6"
"North Western","NM5","2015-08-19","1","Surface Water","0.7","3.4","0.08","1.59","0.025","0.056","1.44","2.9","77","5.3","42","4.7","7.7","30","15.2"
"North Western","NM5","2015-08-19","1","Middle Water","0.7","2.5","0.07","1.24","0.048","0.046","1.1","1.3","73","5","26","4.2","7.7","27.9","22.2"
"North Western","NM5","2015-08-19","1","Bottom Water","0.5","11","0.05","0.83","0.062","0.039","0.69","1.8","55","3.8","67","8.5","7.7","26.2","27.8"
"North Western","NM5","2015-09-16","1","Surface Water","<0.1","11","0.16","1.3","0.068","0.049","1.05","2.1","75","5.3","90","5.5","7.8","27.8","21.4"
"North Western","NM5","2015-09-16","1","Middle Water","<0.1","17","0.08","1.22","0.1","0.034","0.7","1.5","74","5","35","9","7.9","27.5","25.6"
"North Western","NM5","2015-09-16","1","Bottom Water","<0.1","22","0.07","0.97","0.12","0.032","0.52","0.9","73","4.9","110","9.5","7.9","27.3","28.3"
"North Western","NM5","2015-10-12","1","Surface Water","0.5","5.7","0.07","0.9","0.019","0.036","0.56","1.3","79","5.4","40","6.4","7.8","26.6","28.1"
"North Western","NM5","2015-10-12","1","Middle Water","0.4","8.8","0.07","0.97","0.008","0.027","0.39","1","81","5.5","47","7","7.8","26.9","29.9"
"North Western","NM5","2015-10-12","1","Bottom Water","<0.1","8.2","0.05","0.73","0.012","0.027","0.31","0.8","79","5.2","210","7.3","7.9","27.6","31"
"North Western","NM5","2015-11-11","1","Surface Water","<0.1","15","0.06","0.7","0.1","0.029","0.52","1.9","83","5.7","150","6.2","7.7","26.5","28.6"
"North Western","NM5","2015-11-11","1","Middle Water","<0.1","4.7","0.05","0.62","0.1","0.026","0.41","1.7","85","5.8","200","6.3","7.7","26.5","29.9"
"North Western","NM5","2015-11-11","1","Bottom Water","0.2","16","0.05","0.61","0.11","0.025","0.41","1.2","85","5.7","250","6.3","7.7","26.5","30.2"
"North Western","NM5","2015-12-02","1","Surface Water","1.1","5.2","0.1","1.47","0.13","0.054","1.34","0.9","80","6.2","100","5.9","7.5","23.6","15.5"
"North Western","NM5","2015-12-02","1","Middle Water","1.1","21","0.08","0.78","0.1","0.036","0.66","0.7","82","5.9","2300","5.4","7.6","23.9","28"
"North Western","NM5","2015-12-02","1","Bottom Water","1.1","35","0.08","0.66","0.12","0.03","0.53","1.1","80","5.7","4500","16.5","7.7","24","29.1"
"North Western","NM5","2016-01-13","1","Surface Water","0.6","18","0.1","1.09","0.27","0.019","0.86","1.9","91","7.1","330","3.1","7.7","19.4","27"
"North Western","NM5","2016-01-13","1","Middle Water","0.4","22","0.14","1.16","0.2","0.008","0.64","0.7","91","7.1","260","2.7","7.8","19.5","28.7"
"North Western","NM5","2016-01-13","1","Bottom Water","0.5","21","0.17","0.9","0.17","0.004","0.55","3.2","94","7.3","820","4.1","7.8","19.6","29.3"
"North Western","NM5","2016-02-01","1","Surface Water","0.6","2.2","0.07","1.53","0.49","0.044","1.29","1.9","81","7.2","110","4","7.3","15.1","20.7"
"North Western","NM5","2016-02-01","1","Middle Water","0.6","1.8","0.08","0.92","0.22","0.026","0.53","0.7","86","7.1","20","4.2","7.4","16.1","29.2"
"North Western","NM5","2016-02-01","1","Bottom Water","0.5","3.2","0.07","1.01","0.2","0.025","0.48","0.9","87","7.1","44","6.5","7.4","16.2","29.6"
"North Western","NM5","2016-03-02","1","Surface Water","1.1","1.4","0.09","0.95","0.23","0.026","0.72","4.9","90","7.5","230","2.1","8.1","16.6","24.8"
"North Western","NM5","2016-03-02","1","Middle Water","0.3","3.9","0.04","0.8","0.15","0.02","0.44","0.9","101","8.3","36","2.1","8.1","16.5","29.1"
"North Western","NM5","2016-03-02","1","Bottom Water","0.8","2","0.13","0.58","0.15","0.02","0.44","1","98","8","120","2.4","8.1","16.3","29.3"
"North Western","NM5","2016-04-25","1","Surface Water","0.9","8.9","0.09","1.92","0.26","0.057","1.69","0.5","65","5.2","80","3.9","7.6","22.8","14.6"
"North Western","NM5","2016-04-25","1","Middle Water","0.9","15","0.1","1.18","0.22","0.039","1.08","0.4","74","5.7","270","4.8","7.8","22.1","21.4"
"North Western","NM5","2016-04-25","1","Bottom Water","0.7","19","0.1","0.74","0.2","0.03","0.69","0.5","77","5.8","120","6.7","7.9","21.3","27.5"
"North Western","NM5","2016-05-13","1","Surface Water","0.9","3.7","0.1","1.76","0.2","0.092","1.59","2","70","5.3","180","38","7.4","25.8","12.4"
"North Western","NM5","2016-05-13","1","Middle Water","0.9","7.2","0.27","0.69","0.13","0.04","0.62","1","67","4.8","98","3.5","7.6","24.8","24.8"
"North Western","NM5","2016-05-13","1","Bottom Water","0.7","18","0.15","0.54","0.13","0.047","0.45","1.4","66","4.7","55","56.7","7.6","23.9","28.6"
"North Western","NM5","2016-06-20","1","Surface Water","0.7","8.2","0.19","1.44","0.05","0.045","1.27","3.6","70","5.1","490","6.9","7.8","28.6","12"
"North Western","NM5","2016-06-20","1","Middle Water","0.8","18","0.13","0.95","0.058","0.038","0.67","2.4","45","3.3","2800","11.8","7.8","28.3","12.2"
"North Western","NM5","2016-06-20","1","Bottom Water","0.6","26","0.13","0.87","0.054","0.031","0.48","1.9","54","3.8","5600","10.5","7.9","25.3","27.2"
"North Western","NM5","2016-07-14","1","Surface Water","0.9","4.7","0.08","2.35","0.1","0.059","2.09","5.6","90","6.7","120","9.3","7.5","28.9","6.6"
"North Western","NM5","2016-07-14","1","Middle Water","0.5","4.5","0.11","1.4","0.089","0.035","0.53","0.9","56","4","3000","5.1","7.7","25.6","23.6"
"North Western","NM5","2016-07-14","1","Bottom Water","0.3","4.6","0.04","0.96","0.047","0.026","0.34","1.7","37","2.6","610","4.4","7.7","25.2","28.7"
"North Western","NM5","2016-08-01","1","Surface Water","1.8","3.8","0.22","1.23","0.017","0.003","0.87","7.7","107","7.4","1","5.3","8.1","29","19.3"
"North Western","NM5","2016-08-01","1","Middle Water","1.2","14","0.1","0.7","0.085","0.006","0.42","7.2","56","3.9","280","10.2","7.9","25.9","27.9"
"North Western","NM5","2016-08-01","1","Bottom Water","1.8","16","0.08","1.05","0.088","0.005","0.33","5.2","43","3","350","9","7.8","24.5","30.5"
"North Western","NM5","2016-09-02","1","Surface Water","0.6","5.7","0.18","1.15","0.08","0.048","0.97","1","71","4.9","71","9.1","7.7","28.4","22.1"
"North Western","NM5","2016-09-02","1","Middle Water","0.4","8.3","0.14","1.12","0.091","0.045","0.86","0.8","64","4.3","110","7.9","7.7","28.2","23.8"
"North Western","NM5","2016-09-02","1","Bottom Water","0.3","16","0.17","1.24","0.1","0.039","0.65","1","57","3.9","49","10.9","7.7","27.7","26.7"
"North Western","NM5","2016-10-07","1","Surface Water","0.7","5.6","0.07","0.65","0.062","0.031","0.44","3.6","85","5.6","26","4.6","7.8","29","28.3"
"North Western","NM5","2016-10-07","1","Middle Water","0.7","4.9","0.12","0.49","0.062","0.029","0.37","3.4","85","5.6","68","4.7","7.9","28.8","29"
"North Western","NM5","2016-10-07","1","Bottom Water","0.6","41","0.07","0.56","0.078","0.029","0.35","2.6","78","5.1","150","17.1","7.8","28.5","29.7"
"North Western","NM5","2016-11-07","1","Surface Water","0.5","13","0.08","0.8","0.1","0.032","0.45","1.3","83","5.8","140","25.8","7.8","26.2","25.3"
"North Western","NM5","2016-11-07","1","Middle Water","0.6","3.8","0.08","0.73","0.093","0.036","0.53","0.8","86","5.9","1800","4.7","7.8","26.1","29.2"
"North Western","NM5","2016-11-07","1","Bottom Water","0.5","3.9","0.09","1.12","0.12","0.058","1","1.5","85","5.8","3000","12.7","7.8","26.2","29.8"
"North Western","NM5","2016-12-07","1","Surface Water","0.4","3.5","0.08","0.95","0.18","0.041","0.65","1.4","83","6.2","460","4.4","7.9","21.8","28.5"
"North Western","NM5","2016-12-07","1","Middle Water","0.3","3.6","0.05","0.79","0.1","0.03","0.43","1.3","90","6.5","900","4.7","7.9","23","30.2"
"North Western","NM5","2016-12-07","1","Bottom Water","0.3","11","0.05","0.7","0.093","0.028","0.36","1.3","84","6.1","5500","7.6","7.9","22.6","30.5"
"North Western","NM5","2017-01-04","1","Surface Water","0.8","4","0.07","0.71","0.15","0.014","0.55","2.9","107","8.2","140","4.9","8.1","20.5","27.6"
"North Western","NM5","2017-01-04","1","Middle Water","0.8","5.2","0.09","0.65","0.13","0.003","0.45","4.7","104","8","1200","3.3","8.1","20.2","28.9"
"North Western","NM5","2017-01-04","1","Bottom Water","1","7.2","0.03","0.49","0.12","0.007","0.33","3.7","104","7.9","1300","3.9","8.1","20.2","29.5"
"North Western","NM5","2017-02-06","1","Surface Water","0.7","3.4","0.09","0.93","0.21","0.018","0.8","1","75","5.9","56","4.6","7.6","19.8","26.7"
