"Water Control Zone","Station","Dates","Sample No","Depth","5-day Biochemical Oxygen Demand (mg/L)","Suspended Solids (mg/L)","Total Phosphorus (mg/L)","Total Nitrogen (mg/L)","Ammonia Nitrogen (mg/L)","Orthophosphate Phosphorus (mg/L)","Total Inorganic Nitrogen (mg/L)","Chlorophyll-a (μg/L)","Dissolved Oxygen (%saturation)","Dissolved Oxygen (mg/L)","E. coli (cfu/100mL)","Turbidity (NTU)","pH","Temperature (°C)","Salinity (psu)"
"Western Buffer","WM2","2019-10-04","1","Middle Water","<0.1","7.3","0.04","1.32","0.072","0.019","0.46","0.8","75","4.9","680","4.9","7.8","29.5","30.5"
"Western Buffer","WM2","2019-10-04","1","Bottom Water","0.2","21","0.04","1.29","0.061","0.011","0.25","1.3","78","5","540","8.7","7.9","29.3","32"
"Western Buffer","WM2","2019-11-06","1","Surface Water","0.4","2.4","0.06","0.49","0.1","0.022","0.24","0.7","92","6.2","1","3","7.9","26.5","32.6"
"Western Buffer","WM2","2019-11-06","1","Middle Water","0.3","2.4","0.06","0.63","0.1","0.022","0.23","1","86","5.7","15","2.6","7.9","26.5","32.7"
"Western Buffer","WM2","2019-11-06","1","Bottom Water","0.2","3.9","0.06","0.7","0.11","0.024","0.24","0.8","83","5.5","220","3.7","7.8","26.4","32.7"
"Western Buffer","WM2","2019-12-04","1","Surface Water","0.7","12","0.1","0.18","0.12","0.019","0.17","1.7","92","6.5","12000","2.9","8.1","22.5","33.5"
"Western Buffer","WM2","2019-12-04","1","Middle Water","0.7","11","0.11","0.21","0.12","0.016","0.17","1.3","91","6.5","15000","3.5","8.1","22.5","33.5"
"Western Buffer","WM2","2019-12-04","1","Bottom Water","0.5","14","0.09","0.21","0.12","0.015","0.16","1.1","91","6.5","17000","4.3","8.1","22.5","33.5"
"Western Buffer","WM2","2020-01-06","1","Surface Water","0.5","4","0.07","0.83","0.25","0.036","0.45","0.7","78","5.8","860","2.1","8","20.3","32.1"
"Western Buffer","WM2","2020-01-06","1","Middle Water","0.5","4","0.07","0.77","0.21","0.033","0.4","0.6","84","6.3","1800","1.8","8.1","20.1","32.2"
"Western Buffer","WM2","2020-01-06","1","Bottom Water","0.4","3.4","0.08","0.89","0.2","0.031","0.39","0.6","86","6.5","2100","2.4","8.1","20","32.2"
"Western Buffer","WM2","2020-02-27","1","Surface Water","0.5","15","0.03","0.7","0.1","0.015","0.19","1.3","98","7.5","120","3.9","8.3","19.1","32.5"
"Western Buffer","WM2","2020-02-27","1","Middle Water","0.4","17","<0.02","0.73","0.093","0.015","0.18","1.4","85","6.5","150","3.7","8.3","19.1","32.5"
"Western Buffer","WM2","2020-02-27","1","Bottom Water","0.4","20","0.02","0.33","0.094","0.005","0.18","1","92","7","270","7.2","8.2","19","32.6"
"Western Buffer","WM2","2020-03-25","1","Surface Water","0.8","3.4","0.04","0.75","0.15","0.012","0.27","0.4","79","5.8","35","2.2","8.2","21.1","31.8"
"Western Buffer","WM2","2020-03-25","1","Middle Water","0.9","2.6","0.04","0.66","0.15","0.009","0.27","0.3","87","6.4","59","1.8","8.2","20.9","32.1"
"Western Buffer","WM2","2020-03-25","1","Bottom Water","0.8","1.2","0.05","0.75","0.15","0.015","0.28","<0.2","88","6.5","75","2.4","8.2","20.6","32.7"
"Western Buffer","WM2","2020-04-15","1","Surface Water","0.2","2.4","0.04","0.51","0.12","0.018","0.33","0.7","92","6.8","1","3.2","7.6","21.4","30.9"
"Western Buffer","WM2","2020-04-15","1","Middle Water","0.3","3","0.04","0.25","0.12","0.013","0.23","1.3","83","6.1","9","2.3","7.6","21.3","32.1"
"Western Buffer","WM2","2020-04-15","1","Bottom Water","0.4","3.2","0.04","0.36","0.13","0.011","0.25","0.3","90","6.6","9","3.5","7.7","21.1","33.4"
"Western Buffer","WM2","2020-05-15","1","Surface Water","0.5","6.9","0.02","0.61","0.1","0.006","0.33","4.3","94","6.4","2","3.2","7.8","26.2","30"
"Western Buffer","WM2","2020-05-15","1","Middle Water","1.3","8.9","<0.02","0.61","0.06","0.004","0.22","14","79","5.4","7","2.7","7.9","25.6","30.9"
"Western Buffer","WM2","2020-05-15","1","Bottom Water","1.2","9.1","<0.02","0.55","0.064","0.005","0.21","14","102","7","96","3.7","7.9","25.1","31.7"
"Western Buffer","WM2","2020-06-03","1","Surface Water","1","9.9","0.03","0.56","0.079","0.008","0.56","5.7","90","6.1","20","2.5","7.9","27.5","26.1"
"Western Buffer","WM2","2020-06-03","1","Middle Water","0.7","8","0.04","0.75","0.12","0.004","0.54","2.2","69","4.7","70","3","7.8","26.7","27.9"
"Western Buffer","WM2","2020-06-03","1","Bottom Water","0.6","7.3","0.03","0.55","0.089","0.005","0.51","3","65","4.4","110","3.7","7.8","25.9","30.9"
"Western Buffer","WM2","2020-07-10","1","Surface Water","2.2","16","0.07","1.23","0.082","0.012","0.51","16","98","6.7","69","8.2","8.1","27.6","24.8"
"Western Buffer","WM2","2020-07-10","1","Middle Water","1.8","11","0.08","1.02","0.086","0.006","0.51","13","92","6.3","1000","2.2","8","27.1","25.5"
"Western Buffer","WM2","2020-07-10","1","Bottom Water","1.9","15","0.09","0.77","0.075","0.009","0.49","13","59","4.2","59","3.8","8","23.5","33.8"
"Western Buffer","WM2","2020-08-13","1","Surface Water","1","7.5","0.06","0.75","0.075","0.009","0.45","5.6","84","5.7","470","2.1","7.7","28.1","25.5"
"Western Buffer","WM2","2020-08-13","1","Middle Water","1","8","0.04","0.99","0.091","0.006","0.41","2.9","77","5.3","420","2.7","7.1","27.8","26.5"
"Western Buffer","WM2","2020-08-13","1","Bottom Water","0.8","4.4","0.04","0.7","0.12","0.009","0.41","2.5","58","3.9","2600","3","7.8","27.3","29.8"
"Western Buffer","WM2","2020-09-07","1","Surface Water","0.7","8.3","0.03","0.85","0.078","0.017","0.34","4.1","73","4.9","560","1.2","7.8","27.1","30.2"
"Western Buffer","WM2","2020-09-07","1","Middle Water","0.8","8.1","0.04","0.9","0.12","0.016","0.35","3.9","69","4.6","5600","1.5","7.8","26.9","31.1"
"Western Buffer","WM2","2020-09-07","1","Bottom Water","0.7","8.5","0.02","0.87","0.096","0.018","0.29","3.6","72","4.9","4700","2.7","7.9","26.1","32.5"
"Western Buffer","WM2","2020-10-09","1","Surface Water","0.4","9.1","0.07","0.4","0.11","0.014","0.16","1.3","83","5.4","3100","3.8","8","28.3","32.3"
"Western Buffer","WM2","2020-10-09","1","Middle Water","0.4","11","0.07","0.21","0.1","0.013","0.15","1.1","85","5.5","7000","4.5","8","28.3","32.5"
"Western Buffer","WM2","2020-10-09","1","Bottom Water","0.3","10","0.06","0.19","0.089","0.011","0.13","1.2","89","5.8","3100","9","8.1","28.3","32.9"
"Western Buffer","WM2","2020-11-05","1","Surface Water","0.5","2.1","0.05","0.67","0.11","0.023","0.26","2.5","78","5.4","320","3.4","7.8","24.6","32.8"
"Western Buffer","WM2","2020-11-05","1","Middle Water","0.6","2.4","0.05","0.71","0.12","0.022","0.27","2.5","83","5.7","570","4","7.8","24.7","33"
"Western Buffer","WM2","2020-11-05","1","Bottom Water","0.9","1.9","0.04","0.66","0.11","0.022","0.26","3.3","82","5.7","350","5.5","7.8","24.6","33"
"Western Buffer","WM2","2020-12-17","1","Surface Water","0.5","18","0.08","1.04","0.12","0.019","0.28","0.7","79","5.9","4500","11","7.7","20.1","31.8"
"Western Buffer","WM2","2020-12-17","1","Middle Water","0.4","17","0.07","0.76","0.11","0.018","0.27","0.7","77","5.8","3900","6.6","7.7","20.3","31.8"
"Western Buffer","WM2","2020-12-17","1","Bottom Water","1.2","17","0.08","0.62","0.11","0.02","0.27","0.7","78","5.8","7100","6.8","7.7","20.3","31.8"
"Western Buffer","WM2","2021-01-07","1","Surface Water","1.2","2.6","0.08","1.35","0.21","0.023","0.46","3.6","71","5.6","13000","4.3","7.8","18","31.1"
"Western Buffer","WM2","2021-01-07","1","Middle Water","1.2","3.1","0.1","1.23","0.21","0.018","0.45","5.6","72","5.6","10000","3.4","7.8","18.3","31"
"Western Buffer","WM2","2021-01-07","1","Bottom Water","1.1","2.9","0.08","1.11","0.22","0.024","0.46","4.2","77","6","10000","3.5","7.7","18.3","31.1"
"Western Buffer","WM2","2021-02-03","1","Surface Water","1.6","8.5","0.06","0.81","0.13","0.006","0.21","12","72","5.6","550","4.9","7.9","18.2","31.5"
"Western Buffer","WM2","2021-02-03","1","Middle Water","1.6","9","0.06","0.86","0.12","0.007","0.2","12","79","6.2","650","2.9","7.9","18.1","31.8"
"Western Buffer","WM2","2021-02-03","1","Bottom Water","1.5","7.9","0.05","0.78","0.092","0.006","0.16","9.2","103","8","570","3.3","7.9","18.1","31.8"
"Western Buffer","WM2","2021-03-12","1","Surface Water","0.4","7.2","0.06","0.54","0.21","0.019","0.33","1.3","62","4.6","8","4","7.7","20.9","32.1"
"Western Buffer","WM2","2021-03-12","1","Middle Water","0.5","9.2","0.06","0.61","0.2","0.011","0.31","1.3","61","4.5","19","4","7.7","20.5","32.3"
"Western Buffer","WM2","2021-03-12","1","Bottom Water","0.4","9.5","0.06","0.47","0.21","0.02","0.3","1.2","62","4.6","30","4.9","7.7","20.4","32.4"
"Western Buffer","WM2","2021-04-15","1","Surface Water","0.8","9.5","0.06","0.62","0.13","0.016","0.2","3","68","4.8","13","3.6","7.5","23.9","33"
"Western Buffer","WM2","2021-04-15","1","Middle Water","0.8","8.2","0.05","0.57","0.11","0.015","0.17","3.7","66","4.6","17","3.5","7.5","24","33.1"
"Western Buffer","WM2","2021-04-15","1","Bottom Water","1.1","8.5","0.06","0.56","0.13","0.016","0.2","2.9","75","5.2","36","6.1","7.6","24","33.4"
"Western Buffer","WM2","2021-05-06","1","Surface Water","0.8","5.9","N/A","N/A","0.1","0.01","0.24","1","61","4.2","<1","2.8","7.5","25.3","32"
"Western Buffer","WM2","2021-05-06","1","Middle Water","0.8","6.2","N/A","N/A","0.1","0.006","0.22","1.4","65","4.5","3","2.9","7.5","25.1","32.5"
"Western Buffer","WM2","2021-05-06","1","Bottom Water","0.7","5.5","N/A","N/A","0.11","0.01","0.21","1.1","65","4.4","170","2.7","7.5","25","33.2"
"Western Buffer","WM2","2021-06-04","1","Surface Water","0.9","3.7","N/A","N/A","0.13","0.023","0.58","5.4","75","5.1","870","4.4","7.5","27.5","26.6"
"Western Buffer","WM2","2021-06-04","1","Middle Water","0.4","2.2","N/A","N/A","0.1","0.023","0.48","2.6","63","4.3","680","4.3","7.4","26.2","29.7"
"Western Buffer","WM2","2021-06-04","1","Bottom Water","0.3","2.8","N/A","N/A","0.099","0.024","0.37","1.4","54","3.7","220","4.9","7.4","25.2","32.3"
"Western Buffer","WM2","2021-07-07","1","Surface Water","1.9","2.9","N/A","N/A","0.035","0.004","0.44","14","69","4.6","2","3.3","7.7","28.6","25"
"Western Buffer","WM2","2021-07-07","1","Middle Water","1.3","3.4","N/A","N/A","0.071","0.005","0.41","12","76","5.2","230","3.5","7.3","26.6","29.4"
"Western Buffer","WM2","2021-07-07","1","Bottom Water","0.9","3.7","N/A","N/A","0.082","0.011","0.31","10","54","3.7","80","4.3","7.2","25.2","32.4"
"Western Buffer","WM2","2021-08-21","1","Surface Water","0.9","2.1","N/A","N/A","0.036","0.006","0.29","8.4","69","4.7","<1","3.6","7.3","27.1","29.5"
"Western Buffer","WM2","2021-08-21","1","Middle Water","1","2.1","N/A","N/A","0.055","0.009","0.26","11","61","4.1","750","3.8","7.3","26","30.8"
"Western Buffer","WM2","2021-08-21","1","Bottom Water","0.8","9.6","N/A","N/A","0.04","0.011","0.2","6.7","59","4.1","610","4.3","7.2","24.4","33"
"Western Buffer","WM2","2021-09-02","1","Surface Water","2.6","3.1","N/A","N/A","0.082","<0.002","0.31","25","68","4.6","30","3.9","7.4","27.1","29.9"
"Western Buffer","WM2","2021-09-02","1","Middle Water","1.4","2.9","N/A","N/A","0.18","0.02","0.5","18","66","4.5","1900","3.4","7.2","26.2","30.6"
"Western Buffer","WM2","2021-09-02","1","Bottom Water","1.3","1.4","N/A","N/A","0.17","0.021","0.5","14","55","3.8","1400","3.6","7.2","25.7","31"
"Western Buffer","WM2","2021-10-11","1","Surface Water","0.5","6.2","N/A","N/A","0.14","0.025","0.36","0.6","83","5.5","660","30.7","7.9","28.4","29.3"
"Western Buffer","WM2","2021-10-11","1","Middle Water","0.4","5.4","N/A","N/A","0.14","0.024","0.36","0.5","68","4.5","1100","16.3","7.9","28.4","29.5"
"Western Buffer","WM2","2021-10-11","1","Bottom Water","0.3","7","N/A","N/A","0.12","0.023","0.32","0.4","77","5","1700","9","7.9","28.3","30.9"
"Western Buffer","WM2","2021-11-08","1","Surface Water","0.7","3.8","0.09","2.15","0.089","0.016","0.24","4.5","85","5.7","1000","7.5","7.6","26","32.9"
"Western Buffer","WM2","2021-11-08","1","Middle Water","7","11","0.09","0.86","0.085","0.019","0.23","4.4","88","5.9","870","8.1","7.6","26.1","32.9"
"Western Buffer","WM2","2021-11-08","1","Bottom Water","0.8","2.7","0.07","0.7","0.089","0.016","0.24","4.1","88","5.9","650","13.8","7.6","26.2","32.9"
"Western Buffer","WM2","2021-12-08","1","Surface Water","0.5","7.1","0.05","0.81","0.13","0.007","0.26","1.4","72","5.2","3200","11.7","7.6","21.7","33.6"
"Western Buffer","WM2","2021-12-08","1","Middle Water","0.5","9.2","0.06","0.76","0.13","0.019","0.26","1.2","81","5.9","4300","20.3","7.6","21.6","33.6"
"Western Buffer","WM2","2021-12-08","1","Bottom Water","0.5","9.7","0.05","0.8","0.12","0.019","0.26","1.6","82","6","2700","10.1","7.6","21.6","33.6"
"Western Buffer","WM2","2022-01-05","1","Surface Water","0.5","8.2","0.04","0.81","0.13","0.024","0.3","0.8","79","5.9","2100","8.4","7.5","20","33.3"
"Western Buffer","WM2","2022-01-05","1","Middle Water","0.4","7.7","0.04","0.65","0.13","0.023","0.29","1.1","80","6","2100","8.2","7.6","19.9","33.4"
"Western Buffer","WM2","2022-01-05","1","Bottom Water","0.6","13","0.04","0.51","0.13","0.024","0.28","0.7","78","5.9","4700","9.7","7.6","19.9","33.5"
"Western Buffer","WM2","2022-02-09","1","Surface Water","0.5","2.7","0.04","0.2","0.099","<0.002","0.11","1.7","88","6.9","14","6.6","7.4","17.6","33.2"
"Western Buffer","WM2","2022-02-09","1","Middle Water","0.5","3.8","0.03","0.41","0.099","<0.002","0.14","1.1","82","6.4","18","7","7.4","17.6","33.2"
"Western Buffer","WM2","2022-02-09","1","Bottom Water","1.2","4.7","0.04","0.37","0.092","<0.002","0.11","1.1","89","7","29","8.4","7.4","17.7","33.2"
"Western Buffer","WM2","2022-03-25","1","Surface Water","0.8","2.6","0.03","0.69","0.17","<0.002","0.28","0.5","79","5.9","620","5.4","7.6","20.3","31"
"Western Buffer","WM2","2022-03-25","1","Middle Water","0.8","3.2","0.03","0.54","0.18","<0.002","0.29","0.5","86","6.5","530","6","7.6","20","31"
"Western Buffer","WM2","2022-03-25","1","Bottom Water","0.8","4.1","0.03","0.63","0.16","0.004","0.25","0.3","90","6.8","1200","5.1","7.7","19.9","31.5"
"Western Buffer","WM2","2022-04-01","1","Surface Water","0.4","2","0.03","0.6","0.15","0.016","0.2","0.4","85","6.4","2400","6.3","7.7","20.6","31.9"
"Western Buffer","WM2","2022-04-01","1","Middle Water","0.3","4.9","0.04","0.47","0.17","0.003","0.21","0.5","81","6.1","2500","6.2","7.7","20.6","32"
"Western Buffer","WM2","2022-04-01","1","Bottom Water","0.2","2.1","0.04","0.61","0.13","0.013","0.17","0.5","86","6.4","2100","6.7","7.7","20.6","32"
"Western Buffer","WM2","2022-05-16","1","Surface Water","0.3","2.4","0.03","0.58","0.13","0.007","0.46","2.6","64","4.6","800","7.7","8","24.2","29.3"
"Western Buffer","WM2","2022-05-16","1","Middle Water","<0.1","1.6","0.04","0.47","0.1","0.005","0.34","0.9","81","5.7","1900","7","8","24.7","31.5"
"Western Buffer","WM2","2022-05-16","1","Bottom Water","0.2","3.1","0.03","0.44","0.1","0.003","0.27","0.7","83","5.8","710","7.6","8","24.7","31.9"
"Western Buffer","WM2","2022-06-20","1","Surface Water","0.5","4.2","0.04","0.77","0.054","<0.002","0.7","2.2","76","5.4","4000","10","7.9","26.5","20.1"
"Western Buffer","WM2","2022-06-20","1","Middle Water","0.2","4.2","0.07","0.88","0.057","<0.002","0.54","3.5","69","4.8","3500","7.6","7.9","26","27.3"
"Western Buffer","WM2","2022-06-20","1","Bottom Water","<0.1","4.3","0.04","0.62","0.043","<0.002","0.56","3.2","59","4","3500","11.9","7.9","25.5","32.6"
"Western Buffer","WM2","2022-07-23","1","Surface Water","1.6","2.1","0.03","0.74","0.048","<0.002","0.6","14","96","6.6","110","10.4","8.1","29.3","20.3"
"Western Buffer","WM2","2022-07-23","1","Middle Water","2.3","3.1","0.04","0.73","0.15","<0.002","0.54","28","95","6.4","24000","7.5","8.1","28.6","24.1"
"Western Buffer","WM2","2022-07-23","1","Bottom Water","0.7","5","0.04","0.42","0.06","0.021","0.33","7.5","30","2.1","9800","8.9","7.8","24.9","32.8"
"Western Buffer","WM2","2022-08-04","1","Surface Water","1","1.8","0.03","0.51","0.085","0.016","0.46","6.2","109","6.4","1700","7.9","7.7","26.4","29.4"
"Western Buffer","WM2","2022-08-04","1","Middle Water","0.8","2","0.07","0.54","0.063","0.016","0.4","5.3","55","3.7","1200","6.4","7.7","26.4","29.5"
"Western Buffer","WM2","2022-08-04","1","Bottom Water","1","8","0.03","0.45","0.09","0.014","0.41","6.3","38","2.6","1300","8.9","7.6","24.2","33.5"
"Western Buffer","WM2","2022-09-28","1","Surface Water","<0.1","7.8","0.06","0.31","0.085","0.012","0.16","1","74","4.8","60","4.3","8.1","28.4","32.6"
"Western Buffer","WM2","2022-09-28","1","Middle Water","0.2","6.4","0.08","0.32","0.085","0.011","0.16","0.9","79","5.1","96","4.2","8.1","28.5","32.6"
"Western Buffer","WM2","2022-09-28","1","Bottom Water","0.4","8.3","0.07","0.31","0.08","0.012","0.16","0.9","79","5.1","76","4.2","8.1","28.4","32.6"
"Western Buffer","WM2","2022-10-10","1","Surface Water","0.4","5.2","0.05","0.34","0.026","0.01","0.09","2","88","5.7","2","4.2","8","28.3","32.8"
"Western Buffer","WM2","2022-10-10","1","Middle Water","0.2","5.4","0.04","0.24","0.023","0.01","0.08","2.2","87","5.7","2","4.2","8","28.4","32.9"
"Western Buffer","WM2","2022-10-10","1","Bottom Water","0.3","7.3","0.05","0.36","0.024","0.01","0.09","1.9","89","5.8","2","4.2","8","28.4","32.9"
"Western Buffer","WM2","2022-11-25","1","Surface Water","0.4","4.9","0.1","0.89","0.16","0.024","0.36","1.1","87","6.1","130","36.2","7.2","24.1","32"
"Western Buffer","WM2","2022-11-25","1","Middle Water","0.4","4.5","0.12","1.1","0.14","0.025","0.32","1.1","87","6.1","210","35.7","7.2","24.1","32"
"Western Buffer","WM2","2022-11-25","1","Bottom Water","0.4","4.9","0.07","0.5","0.16","0.024","0.34","1.2","87","6.1","210","39.1","7.2","24.1","32.1"
"Western Buffer","WM2","2022-12-10","1","Surface Water","0.2","7.3","0.06","0.71","0.072","0.008","0.12","0.5","88","6.2","330","7","7.5","23","33.3"
"Western Buffer","WM2","2022-12-10","1","Middle Water","0.3","7.1","0.05","0.77","0.068","<0.002","0.09","0.9","88","6.2","370","8.5","7.5","23","33.3"
"Western Buffer","WM2","2022-12-10","1","Bottom Water","0.2","6.7","0.05","0.66","0.067","<0.002","0.07","0.9","88","6.2","600","9.2","7.5","23","33.3"
"Western Buffer","WM2","2023-01-14","1","Surface Water","<0.1","2.6","0.08","0.75","0.18","0.016","0.38","0.4","71","5.4","11","2.5","7.2","18.9","32.8"
"Western Buffer","WM2","2023-01-14","1","Middle Water","0.2","2.9","0.08","0.84","0.19","0.017","0.39","0.8","81","6.2","50","2.8","7.3","18.7","32.7"
"Western Buffer","WM2","2023-01-14","1","Bottom Water","0.5","3.5","0.08","0.75","0.18","0.016","0.39","0.3","81","6.2","80","5.6","7.3","18.7","32.7"
"Western Buffer","WM2","2023-02-02","1","Surface Water","1","4.5","0.05","1","0.12","<0.002","0.3","10","90","7.1","440","0.1","7.5","17.4","32.8"
"Western Buffer","WM2","2023-02-02","1","Middle Water","0.9","2.7","0.06","0.99","0.13","0.015","0.31","9.2","103","8.1","580","1.2","7.5","17.4","32.7"
"Western Buffer","WM2","2023-02-02","1","Bottom Water","1","4.4","0.06","0.99","0.12","<0.002","0.3","8.9","100","7.9","380","1.3","7.4","17.3","32.7"
"Western Buffer","WM2","2023-03-10","1","Surface Water","0.5","4.3","0.06","0.46","0.14","0.016","0.26","0.8","88","6.6","<1","0.4","7.2","20.1","32.4"
"Western Buffer","WM2","2023-03-10","1","Middle Water","0.3","4","0.06","0.53","0.14","0.015","0.27","0.7","90","6.7","3","1.5","7.3","20","32.8"
"Western Buffer","WM2","2023-03-10","1","Bottom Water","0.8","4.5","0.06","0.45","0.1","0.017","0.19","1.8","94","7","5","3.1","7.3","19.9","33.3"
"Western Buffer","WM2","2023-04-01","1","Surface Water","0.3","2.6","0.08","0.52","0.24","0.023","0.33","0.4","76","5.6","450","1.9","7","21.5","33.1"
"Western Buffer","WM2","2023-04-01","1","Middle Water","0.3","1.4","0.08","0.57","0.24","0.021","0.33","0.6","78","5.7","360","1.2","7","21.4","33.1"
"Western Buffer","WM2","2023-04-01","1","Bottom Water","0.2","1.7","0.08","0.64","0.22","0.021","0.3","0.3","83","6","1300","2.6","7.1","21.5","33.6"
"Western Buffer","WM2","2023-05-05","1","Surface Water","0.8","2.8","0.05","0.73","0.089","<0.002","0.27","0.7","81","5.6","6","0.5","7.6","24.9","32.1"
"Western Buffer","WM2","2023-05-05","1","Middle Water","0.7","1.4","0.05","0.88","0.1","<0.002","0.28","0.6","90","6.2","<1","1.3","7.5","24.4","32.4"
"Western Buffer","WM2","2023-05-05","1","Bottom Water","0.4","1.7","0.05","0.56","0.093","<0.002","0.26","0.8","90","6.2","40","1.4","7.5","24.4","32.6"
"Western Buffer","WM2","2023-06-09","1","Surface Water","0.2","8.1","0.07","0.58","0.01","<0.002","0.04","1.8","111","7.4","330","4.1","8","28.2","27.6"
"Western Buffer","WM2","2023-06-09","1","Middle Water","<0.1","4.8","0.05","0.89","0.089","0.014","0.45","1","162","10.8","120","4.2","8","28.2","28.2"
"Western Buffer","WM2","2023-06-09","1","Bottom Water","<0.1","6.8","0.04","0.96","0.06","0.011","0.28","1.4","67","4.4","110","5.4","8","28.2","30"
"Western Buffer","WM2","2023-07-14","1","Surface Water","1.7","5.4","0.04","0.88","0.02","0.022","0.33","6.1","117","7.7","1","4.1","8","28.9","27.1"
"Western Buffer","WM2","2023-07-14","1","Middle Water","1.2","4.8","0.04","0.95","0.063","0.018","0.32","8.9","104","7.1","3100","4","7.8","26.2","30.6"
"Western Buffer","WM2","2023-07-14","1","Bottom Water","0.8","7","0.06","1.22","0.035","0.023","0.29","1.1","59","4.1","1500","5.5","7.7","24.4","32.9"
"Western Buffer","WM2","2023-08-17","1","Surface Water","1.4","4.6","0.05","0.56","0.051","0.009","0.36","7.2","99","6.6","13","9.8","8.1","27.5","29.2"
"Western Buffer","WM2","2023-08-17","1","Middle Water","0.9","4.8","0.05","0.47","0.059","0.01","0.3","6.2","89","6","100","9.7","8","26.9","29.9"
"Western Buffer","WM2","2023-08-17","1","Bottom Water","0.7","7.1","0.05","0.41","0.056","0.012","0.24","3.5","78","5.3","34","10.8","8","25.8","32.2"
"Western Buffer","WM2","2023-09-23","1","Surface Water","1.6","5.3","0.07","0.58","0.028","<0.002","0.28","21","103","6.8","100","2.9","7.9","28.3","28.8"
"Western Buffer","WM2","2023-09-23","1","Middle Water","0.9","5.9","0.05","0.49","0.044","<0.002","0.26","16","87","5.7","170","3.5","7.8","27.7","30.5"
"Western Buffer","WM2","2023-09-23","1","Bottom Water","0.5","7.1","0.05","0.43","0.038","0.002","0.23","7.6","82","5.4","90","4.9","7.8","27.5","31.4"
"Western Buffer","WM2","2023-10-16","1","Surface Water","0.1","6.6","0.09","0.33","0.13","0.008","0.2","0.8","60","4","4200","5.1","7.9","27.2","31.7"
"Western Buffer","WM2","2023-10-16","1","Middle Water","0.4","7.2","0.07","0.31","0.14","0.018","0.2","1.2","79","5.2","4200","5.5","7.9","27.6","31.7"
"Western Buffer","WM2","2023-10-16","1","Bottom Water","<0.1","15","0.07","0.31","0.11","0.006","0.18","0.8","81","5.3","6200","5","7.9","27.5","31.7"
"Western Buffer","WM2","2023-11-15","1","Surface Water","<0.1","5","0.1","0.37","0.12","0.015","0.2","0.5","76","5.1","630","0.8","8.2","25.6","32.2"
"Western Buffer","WM2","2023-11-15","1","Middle Water","<0.1","3.7","0.1","0.32","0.12","0.016","0.2","<0.2","84","5.7","1200","1","8.2","25.7","32.3"
"Western Buffer","WM2","2023-11-15","1","Bottom Water","0.1","5.9","0.1","0.37","0.11","0.016","0.18","0.6","83","5.6","1500","1.5","8.2","25.6","32.5"
"Western Buffer","WM2","2023-12-08","1","Surface Water","1","9.5","0.19","0.69","0.11","0.016","0.28","1.7","111","8.3","420","2.6","8.1","22.5","26.4"
"Western Buffer","WM2","2023-12-08","1","Middle Water","0.9","9.8","0.08","0.69","0.12","0.018","0.29","1.9","162","11.5","1200","2.6","8.1","23.1","32.6"
"Western Buffer","WM2","2023-12-08","1","Bottom Water","0.6","1.6","0.12","0.71","0.18","0.019","0.33","1.5","84","6","14000","2.7","8.1","23","32.7"
"Western Buffer","WM2","2024-01-12","1","Surface Water","1.1","2","0.04","0.33","0.062","0.008","0.18","5.2","108","8.1","51","2.8","7.8","20.1","32.6"
"Western Buffer","WM2","2024-01-12","1","Middle Water","1","2.7","0.04","0.34","0.07","0.004","0.19","5.4","110","8.3","100","2.9","7.8","20.1","32.6"
"Western Buffer","WM2","2024-01-12","1","Bottom Water","0.8","3.2","0.04","0.33","0.079","0.009","0.18","5.7","105","7.9","800","3.3","7.8","20","33"
"Western Buffer","WM2","2024-02-21","1","Surface Water","0.2","1.6","0.05","0.54","0.16","0.017","0.37","1.2","73","5.4","8","0.2","8.1","20.5","32.2"
"Western Buffer","WM2","2024-02-21","1","Middle Water","<0.1","2.9","0.05","0.53","0.17","0.031","0.39","1.8","89","6.6","80","0.2","8.1","20.1","32.8"
"Western Buffer","WM2","2024-02-21","1","Bottom Water","0.2","2.2","0.05","0.48","0.18","0.016","0.34","1.2","91","6.8","490","0.1","8.1","20.1","33.5"
"Western Buffer","WM2","2024-03-15","1","Surface Water","2.5","3.6","0.06","0.45","0.17","0.019","0.28","0.6","111","9.3","74","3.3","7.6","19.5","16.2"
"Western Buffer","WM2","2024-03-15","1","Middle Water","2.4","6.3","0.05","0.39","0.17","0.021","0.3","0.8","162","12.2","80","3.7","7.6","19.6","33.5"
"Western Buffer","WM2","2024-03-15","1","Bottom Water","2.2","3","0.05","0.39","0.17","0.021","0.29","0.2","83","6.3","80","3.8","7.6","19.6","33.5"
"Western Buffer","WM2","2024-04-17","1","Surface Water","1.9","9.1","0.06","0.66","0.049","0.005","0.44","13","125","8.7","7100","2.7","7.8","25.9","27.6"
"Western Buffer","WM2","2024-04-17","1","Middle Water","2.1","1.9","0.07","0.65","0.092","0.003","0.43","12","95","6.6","1400","2.6","7.6","24.8","30.2"
"Western Buffer","WM2","2024-04-17","1","Bottom Water","0.6","4.7","0.07","0.4","0.032","<0.002","0.12","2","107","7.4","90","2.4","7.6","24.4","33.1"
"Western Buffer","WM2","2024-05-04","1","Surface Water","0.1","2.2","0.08","0.65","0.12","0.016","0.47","1.4","107","7.6","190","2","8","24.8","27.9"
