Zone,Parameter1,Parameter2,Correlation,Abs_Correlation,Strength
5,Turbidity (NTU),Temperature (°C),0.01586197235882373,0.01586197235882373,Very Weak
5,Turbidity (NTU),Salinity (psu),-0.15842083326220072,0.15842083326220072,Very Weak
5,pH,Temperature (°C),-0.10016700604537214,0.10016700604537214,Very Weak
5,pH,Salinity (psu),0.3077396669502488,0.3077396669502488,Weak
5,Temperature (°C),Salinity (psu),-0.6745626362989954,0.6745626362989954,Strong
6,5-day Biochemical Oxygen Demand (mg/L),Suspended Solids (mg/L),0.21592040041212593,0.21592040041212593,Weak
6,5-day Biochemical Oxygen Demand (mg/L),Total Phosphorus (mg/L),0.16450553802553652,0.16450553802553652,Very Weak
6,5-day Biochemical Oxygen Demand (mg/L),Total Nitrogen (mg/L),0.14941549158043643,0.14941549158043643,Very Weak
6,5-day Biochemical Oxygen Demand (mg/L),Ammonia Nitrogen (mg/L),0.14629465430793853,0.14629465430793853,Very Weak
6,5-day Biochemical Oxygen Demand (mg/L),Orthophosphate Phosphorus (mg/L),-0.07511570471619301,0.07511570471619301,Very Weak
6,5-day Biochemical Oxygen Demand (mg/L),Total Inorganic Nitrogen (mg/L),0.03527160765275417,0.03527160765275417,Very Weak
6,5-day Biochemical Oxygen Demand (mg/L),Chlorophyll-a (μg/L),0.7538711345637933,0.7538711345637933,Strong
6,5-day Biochemical Oxygen Demand (mg/L),Dissolved Oxygen (%saturation),0.43282123589744964,0.43282123589744964,Moderate
6,5-day Biochemical Oxygen Demand (mg/L),Dissolved Oxygen (mg/L),0.3360278901077393,0.3360278901077393,Weak
6,5-day Biochemical Oxygen Demand (mg/L),E. coli (cfu/100mL),0.10964589582312083,0.10964589582312083,Very Weak
6,5-day Biochemical Oxygen Demand (mg/L),Turbidity (NTU),0.10348329311695031,0.10348329311695031,Very Weak
6,5-day Biochemical Oxygen Demand (mg/L),pH,0.29070400830614884,0.29070400830614884,Weak
6,5-day Biochemical Oxygen Demand (mg/L),Temperature (°C),0.13800334200894007,0.13800334200894007,Very Weak
6,5-day Biochemical Oxygen Demand (mg/L),Salinity (psu),-0.17639112821665748,0.17639112821665748,Very Weak
6,Suspended Solids (mg/L),Total Phosphorus (mg/L),0.055050278168066534,0.055050278168066534,Very Weak
6,Suspended Solids (mg/L),Total Nitrogen (mg/L),0.08559169690360365,0.08559169690360365,Very Weak
6,Suspended Solids (mg/L),Ammonia Nitrogen (mg/L),0.01235442156530157,0.01235442156530157,Very Weak
6,Suspended Solids (mg/L),Orthophosphate Phosphorus (mg/L),-0.011368029986060714,0.011368029986060714,Very Weak
6,Suspended Solids (mg/L),Total Inorganic Nitrogen (mg/L),0.02416866284831932,0.02416866284831932,Very Weak
6,Suspended Solids (mg/L),Chlorophyll-a (μg/L),0.24342443849103607,0.24342443849103607,Weak
6,Suspended Solids (mg/L),Dissolved Oxygen (%saturation),0.039773325095330235,0.039773325095330235,Very Weak
6,Suspended Solids (mg/L),Dissolved Oxygen (mg/L),0.04812296670783818,0.04812296670783818,Very Weak
6,Suspended Solids (mg/L),E. coli (cfu/100mL),0.1262485216530161,0.1262485216530161,Very Weak
6,Suspended Solids (mg/L),Turbidity (NTU),0.04654507791548113,0.04654507791548113,Very Weak
6,Suspended Solids (mg/L),pH,-0.06304663689710704,0.06304663689710704,Very Weak
6,Suspended Solids (mg/L),Temperature (°C),-0.050623254002609044,0.050623254002609044,Very Weak
6,Suspended Solids (mg/L),Salinity (psu),-0.007019196165861575,0.007019196165861575,Very Weak
6,Total Phosphorus (mg/L),Total Nitrogen (mg/L),0.27696944451016536,0.27696944451016536,Weak
6,Total Phosphorus (mg/L),Ammonia Nitrogen (mg/L),0.23668683388753375,0.23668683388753375,Weak
6,Total Phosphorus (mg/L),Orthophosphate Phosphorus (mg/L),0.274270779071358,0.274270779071358,Weak
6,Total Phosphorus (mg/L),Total Inorganic Nitrogen (mg/L),0.14664036067138492,0.14664036067138492,Very Weak
6,Total Phosphorus (mg/L),Chlorophyll-a (μg/L),0.06580436626045867,0.06580436626045867,Very Weak
6,Total Phosphorus (mg/L),Dissolved Oxygen (%saturation),0.11384749710792692,0.11384749710792692,Very Weak
6,Total Phosphorus (mg/L),Dissolved Oxygen (mg/L),0.13132070076840693,0.13132070076840693,Very Weak
6,Total Phosphorus (mg/L),E. coli (cfu/100mL),0.049834140708866784,0.049834140708866784,Very Weak
6,Total Phosphorus (mg/L),Turbidity (NTU),-0.11558196224503534,0.11558196224503534,Very Weak
6,Total Phosphorus (mg/L),pH,0.00585993465094182,0.00585993465094182,Very Weak
6,Total Phosphorus (mg/L),Temperature (°C),0.003346891117186748,0.003346891117186748,Very Weak
6,Total Phosphorus (mg/L),Salinity (psu),-0.0413658478885803,0.0413658478885803,Very Weak
6,Total Nitrogen (mg/L),Ammonia Nitrogen (mg/L),0.2575101845465261,0.2575101845465261,Weak
6,Total Nitrogen (mg/L),Orthophosphate Phosphorus (mg/L),0.19895741888607044,0.19895741888607044,Very Weak
6,Total Nitrogen (mg/L),Total Inorganic Nitrogen (mg/L),0.29828673636955744,0.29828673636955744,Weak
6,Total Nitrogen (mg/L),Chlorophyll-a (μg/L),0.13845282908036913,0.13845282908036913,Very Weak
6,Total Nitrogen (mg/L),Dissolved Oxygen (%saturation),0.1157787825772758,0.1157787825772758,Very Weak
6,Total Nitrogen (mg/L),Dissolved Oxygen (mg/L),0.17514224471121664,0.17514224471121664,Very Weak
6,Total Nitrogen (mg/L),E. coli (cfu/100mL),0.07432976790347642,0.07432976790347642,Very Weak
6,Total Nitrogen (mg/L),Turbidity (NTU),-0.020374597086132512,0.020374597086132512,Very Weak
6,Total Nitrogen (mg/L),pH,-0.11720521746427387,0.11720521746427387,Very Weak
6,Total Nitrogen (mg/L),Temperature (°C),-0.09418211045158126,0.09418211045158126,Very Weak
6,Total Nitrogen (mg/L),Salinity (psu),-0.08266404447178194,0.08266404447178194,Very Weak
6,Ammonia Nitrogen (mg/L),Orthophosphate Phosphorus (mg/L),0.43375218386288517,0.43375218386288517,Moderate
6,Ammonia Nitrogen (mg/L),Total Inorganic Nitrogen (mg/L),0.7541646261337684,0.7541646261337684,Strong
6,Ammonia Nitrogen (mg/L),Chlorophyll-a (μg/L),0.04081416299927711,0.04081416299927711,Very Weak
6,Ammonia Nitrogen (mg/L),Dissolved Oxygen (%saturation),-0.09702151932252281,0.09702151932252281,Very Weak
6,Ammonia Nitrogen (mg/L),Dissolved Oxygen (mg/L),-0.06483767617157797,0.06483767617157797,Very Weak
6,Ammonia Nitrogen (mg/L),E. coli (cfu/100mL),0.19607035197766273,0.19607035197766273,Very Weak
6,Ammonia Nitrogen (mg/L),Turbidity (NTU),0.026667599850136704,0.026667599850136704,Very Weak
6,Ammonia Nitrogen (mg/L),pH,0.013170055654085192,0.013170055654085192,Very Weak
6,Ammonia Nitrogen (mg/L),Temperature (°C),-0.12135494351989956,0.12135494351989956,Very Weak
6,Ammonia Nitrogen (mg/L),Salinity (psu),-0.019447068172763194,0.019447068172763194,Very Weak
6,Orthophosphate Phosphorus (mg/L),Total Inorganic Nitrogen (mg/L),0.37650456061135257,0.37650456061135257,Weak
6,Orthophosphate Phosphorus (mg/L),Chlorophyll-a (μg/L),-0.16553076079721102,0.16553076079721102,Very Weak
6,Orthophosphate Phosphorus (mg/L),Dissolved Oxygen (%saturation),-0.1301368189689048,0.1301368189689048,Very Weak
6,Orthophosphate Phosphorus (mg/L),Dissolved Oxygen (mg/L),-0.04857657464135319,0.04857657464135319,Very Weak
6,Orthophosphate Phosphorus (mg/L),E. coli (cfu/100mL),0.12016513547690522,0.12016513547690522,Very Weak
6,Orthophosphate Phosphorus (mg/L),Turbidity (NTU),-0.05517991205913735,0.05517991205913735,Very Weak
6,Orthophosphate Phosphorus (mg/L),pH,0.018985962711689987,0.018985962711689987,Very Weak
6,Orthophosphate Phosphorus (mg/L),Temperature (°C),-0.12241165937940883,0.12241165937940883,Very Weak
6,Orthophosphate Phosphorus (mg/L),Salinity (psu),-0.04441107828021741,0.04441107828021741,Very Weak
6,Total Inorganic Nitrogen (mg/L),Chlorophyll-a (μg/L),0.03810472779167181,0.03810472779167181,Very Weak
6,Total Inorganic Nitrogen (mg/L),Dissolved Oxygen (%saturation),-0.1442664436406367,0.1442664436406367,Very Weak
6,Total Inorganic Nitrogen (mg/L),Dissolved Oxygen (mg/L),-0.09397134648581026,0.09397134648581026,Very Weak
6,Total Inorganic Nitrogen (mg/L),E. coli (cfu/100mL),0.18385240415989404,0.18385240415989404,Very Weak
6,Total Inorganic Nitrogen (mg/L),Turbidity (NTU),0.010051847180581384,0.010051847180581384,Very Weak
6,Total Inorganic Nitrogen (mg/L),pH,-0.08139672663207032,0.08139672663207032,Very Weak
6,Total Inorganic Nitrogen (mg/L),Temperature (°C),-0.10053602113362325,0.10053602113362325,Very Weak
6,Total Inorganic Nitrogen (mg/L),Salinity (psu),-0.26053065964674177,0.26053065964674177,Weak
6,Chlorophyll-a (μg/L),Dissolved Oxygen (%saturation),0.3362912603597442,0.3362912603597442,Weak
6,Chlorophyll-a (μg/L),Dissolved Oxygen (mg/L),0.23997284417573383,0.23997284417573383,Weak
6,Chlorophyll-a (μg/L),E. coli (cfu/100mL),0.05808342598384992,0.05808342598384992,Very Weak
6,Chlorophyll-a (μg/L),Turbidity (NTU),0.17078583690244584,0.17078583690244584,Very Weak
6,Chlorophyll-a (μg/L),pH,0.21876491839819548,0.21876491839819548,Weak
6,Chlorophyll-a (μg/L),Temperature (°C),0.1698447329769267,0.1698447329769267,Very Weak
6,Chlorophyll-a (μg/L),Salinity (psu),-0.18082733834321169,0.18082733834321169,Very Weak
6,Dissolved Oxygen (%saturation),Dissolved Oxygen (mg/L),0.8977390923413416,0.8977390923413416,Very Strong
6,Dissolved Oxygen (%saturation),E. coli (cfu/100mL),0.008389589426058473,0.008389589426058473,Very Weak
6,Dissolved Oxygen (%saturation),Turbidity (NTU),0.009274088877589282,0.009274088877589282,Very Weak
6,Dissolved Oxygen (%saturation),pH,0.27875784144990223,0.27875784144990223,Weak
6,Dissolved Oxygen (%saturation),Temperature (°C),0.12029673958134735,0.12029673958134735,Very Weak
6,Dissolved Oxygen (%saturation),Salinity (psu),-0.13860941036993912,0.13860941036993912,Very Weak
6,Dissolved Oxygen (mg/L),E. coli (cfu/100mL),-0.022614458718430087,0.022614458718430087,Very Weak
6,Dissolved Oxygen (mg/L),Turbidity (NTU),-0.012255917711684664,0.012255917711684664,Very Weak
6,Dissolved Oxygen (mg/L),pH,0.19410994277243618,0.19410994277243618,Very Weak
6,Dissolved Oxygen (mg/L),Temperature (°C),-0.25678253100298726,0.25678253100298726,Weak
6,Dissolved Oxygen (mg/L),Salinity (psu),-0.016525513375204724,0.016525513375204724,Very Weak
6,E. coli (cfu/100mL),Turbidity (NTU),0.05657523203891636,0.05657523203891636,Very Weak
6,E. coli (cfu/100mL),pH,0.051598485357395946,0.051598485357395946,Very Weak
6,E. coli (cfu/100mL),Temperature (°C),0.06463133849584614,0.06463133849584614,Very Weak
6,E. coli (cfu/100mL),Salinity (psu),-0.15889160639272054,0.15889160639272054,Very Weak
6,Turbidity (NTU),pH,-0.004046982326686199,0.004046982326686199,Very Weak
6,Turbidity (NTU),Temperature (°C),-0.015158349583811771,0.015158349583811771,Very Weak
6,Turbidity (NTU),Salinity (psu),0.045100805011737966,0.045100805011737966,Very Weak
6,pH,Temperature (°C),0.2235713204320183,0.2235713204320183,Weak
6,pH,Salinity (psu),-0.2843983186145124,0.2843983186145124,Weak
6,Temperature (°C),Salinity (psu),-0.44054480533349144,0.44054480533349144,Moderate
7,5-day Biochemical Oxygen Demand (mg/L),Suspended Solids (mg/L),-0.08118367208802778,0.08118367208802778,Very Weak
7,5-day Biochemical Oxygen Demand (mg/L),Total Phosphorus (mg/L),0.01471792530658854,0.01471792530658854,Very Weak
7,5-day Biochemical Oxygen Demand (mg/L),Total Nitrogen (mg/L),0.22550520335548968,0.22550520335548968,Weak
7,5-day Biochemical Oxygen Demand (mg/L),Ammonia Nitrogen (mg/L),-0.09165067551886641,0.09165067551886641,Very Weak
7,5-day Biochemical Oxygen Demand (mg/L),Orthophosphate Phosphorus (mg/L),-0.14648978498999302,0.14648978498999302,Very Weak
7,5-day Biochemical Oxygen Demand (mg/L),Total Inorganic Nitrogen (mg/L),0.16996631788093697,0.16996631788093697,Very Weak
7,5-day Biochemical Oxygen Demand (mg/L),Chlorophyll-a (μg/L),0.647733189119553,0.647733189119553,Strong
7,5-day Biochemical Oxygen Demand (mg/L),Dissolved Oxygen (%saturation),0.41078391865940317,0.41078391865940317,Moderate
7,5-day Biochemical Oxygen Demand (mg/L),Dissolved Oxygen (mg/L),0.3608403011846592,0.3608403011846592,Weak
7,5-day Biochemical Oxygen Demand (mg/L),E. coli (cfu/100mL),-0.027337358022291976,0.027337358022291976,Very Weak
7,5-day Biochemical Oxygen Demand (mg/L),Turbidity (NTU),-0.024095415264820272,0.024095415264820272,Very Weak
7,5-day Biochemical Oxygen Demand (mg/L),pH,0.26453043642563834,0.26453043642563834,Weak
7,5-day Biochemical Oxygen Demand (mg/L),Temperature (°C),0.14577447364351429,0.14577447364351429,Very Weak
7,5-day Biochemical Oxygen Demand (mg/L),Salinity (psu),-0.2403493704440113,0.2403493704440113,Weak
7,Suspended Solids (mg/L),Total Phosphorus (mg/L),0.05308248018297266,0.05308248018297266,Very Weak
7,Suspended Solids (mg/L),Total Nitrogen (mg/L),-0.1738761521682409,0.1738761521682409,Very Weak
7,Suspended Solids (mg/L),Ammonia Nitrogen (mg/L),-0.08280968668553161,0.08280968668553161,Very Weak
7,Suspended Solids (mg/L),Orthophosphate Phosphorus (mg/L),-0.015759180896979422,0.015759180896979422,Very Weak
7,Suspended Solids (mg/L),Total Inorganic Nitrogen (mg/L),-0.21071491496037612,0.21071491496037612,Weak
7,Suspended Solids (mg/L),Chlorophyll-a (μg/L),-0.06711866774058245,0.06711866774058245,Very Weak
7,Suspended Solids (mg/L),Dissolved Oxygen (%saturation),-0.013439154784774055,0.013439154784774055,Very Weak
7,Suspended Solids (mg/L),Dissolved Oxygen (mg/L),0.009025876963516852,0.009025876963516852,Very Weak
7,Suspended Solids (mg/L),E. coli (cfu/100mL),0.0013002540745582557,0.0013002540745582557,Very Weak
7,Suspended Solids (mg/L),Turbidity (NTU),0.11052004556553069,0.11052004556553069,Very Weak
7,Suspended Solids (mg/L),pH,0.07231686476467511,0.07231686476467511,Very Weak
7,Suspended Solids (mg/L),Temperature (°C),-0.1542518563413254,0.1542518563413254,Very Weak
7,Suspended Solids (mg/L),Salinity (psu),0.18547193775421392,0.18547193775421392,Very Weak
7,Total Phosphorus (mg/L),Total Nitrogen (mg/L),0.12937902887378208,0.12937902887378208,Very Weak
7,Total Phosphorus (mg/L),Ammonia Nitrogen (mg/L),0.0557653835321391,0.0557653835321391,Very Weak
7,Total Phosphorus (mg/L),Orthophosphate Phosphorus (mg/L),0.31735947863512903,0.31735947863512903,Weak
7,Total Phosphorus (mg/L),Total Inorganic Nitrogen (mg/L),0.0903613231229532,0.0903613231229532,Very Weak
7,Total Phosphorus (mg/L),Chlorophyll-a (μg/L),-0.05995358843565336,0.05995358843565336,Very Weak
7,Total Phosphorus (mg/L),Dissolved Oxygen (%saturation),-0.05088565515287814,0.05088565515287814,Very Weak
7,Total Phosphorus (mg/L),Dissolved Oxygen (mg/L),-0.04277914883673327,0.04277914883673327,Very Weak
7,Total Phosphorus (mg/L),E. coli (cfu/100mL),0.03567842126627392,0.03567842126627392,Very Weak
7,Total Phosphorus (mg/L),Turbidity (NTU),-0.0037874095497546214,0.0037874095497546214,Very Weak
7,Total Phosphorus (mg/L),pH,-0.08934609382511428,0.08934609382511428,Very Weak
7,Total Phosphorus (mg/L),Temperature (°C),0.04105111441623756,0.04105111441623756,Very Weak
7,Total Phosphorus (mg/L),Salinity (psu),-0.06593566742953486,0.06593566742953486,Very Weak
7,Total Nitrogen (mg/L),Ammonia Nitrogen (mg/L),0.1636853073519408,0.1636853073519408,Very Weak
7,Total Nitrogen (mg/L),Orthophosphate Phosphorus (mg/L),0.38939571566013015,0.38939571566013015,Weak
7,Total Nitrogen (mg/L),Total Inorganic Nitrogen (mg/L),0.8938066468848673,0.8938066468848673,Very Strong
7,Total Nitrogen (mg/L),Chlorophyll-a (μg/L),0.23176965699357596,0.23176965699357596,Weak
7,Total Nitrogen (mg/L),Dissolved Oxygen (%saturation),0.024627131861141287,0.024627131861141287,Very Weak
7,Total Nitrogen (mg/L),Dissolved Oxygen (mg/L),0.005246645617410925,0.005246645617410925,Very Weak
7,Total Nitrogen (mg/L),E. coli (cfu/100mL),-0.028088892348146682,0.028088892348146682,Very Weak
7,Total Nitrogen (mg/L),Turbidity (NTU),0.0048426781514039645,0.0048426781514039645,Very Weak
7,Total Nitrogen (mg/L),pH,-0.14413434094049957,0.14413434094049957,Very Weak
7,Total Nitrogen (mg/L),Temperature (°C),0.4454052480546995,0.4454052480546995,Moderate
7,Total Nitrogen (mg/L),Salinity (psu),-0.7780919798657205,0.7780919798657205,Strong
7,Ammonia Nitrogen (mg/L),Orthophosphate Phosphorus (mg/L),0.35249901482437734,0.35249901482437734,Weak
7,Ammonia Nitrogen (mg/L),Total Inorganic Nitrogen (mg/L),0.1950167637744847,0.1950167637744847,Very Weak
7,Ammonia Nitrogen (mg/L),Chlorophyll-a (μg/L),-0.19170378071797103,0.19170378071797103,Very Weak
7,Ammonia Nitrogen (mg/L),Dissolved Oxygen (%saturation),-0.12122233371768346,0.12122233371768346,Very Weak
7,Ammonia Nitrogen (mg/L),Dissolved Oxygen (mg/L),-0.006306077971823354,0.006306077971823354,Very Weak
7,Ammonia Nitrogen (mg/L),E. coli (cfu/100mL),0.09994440204385488,0.09994440204385488,Very Weak
7,Ammonia Nitrogen (mg/L),Turbidity (NTU),0.03066040706847382,0.03066040706847382,Very Weak
7,Ammonia Nitrogen (mg/L),pH,-0.15085407564271908,0.15085407564271908,Very Weak
7,Ammonia Nitrogen (mg/L),Temperature (°C),-0.3039530528198302,0.3039530528198302,Weak
7,Ammonia Nitrogen (mg/L),Salinity (psu),0.0778357679031465,0.0778357679031465,Very Weak
7,Orthophosphate Phosphorus (mg/L),Total Inorganic Nitrogen (mg/L),0.4409092587740064,0.4409092587740064,Moderate
7,Orthophosphate Phosphorus (mg/L),Chlorophyll-a (μg/L),-0.2574608011743727,0.2574608011743727,Weak
7,Orthophosphate Phosphorus (mg/L),Dissolved Oxygen (%saturation),-0.2959141406396274,0.2959141406396274,Weak
7,Orthophosphate Phosphorus (mg/L),Dissolved Oxygen (mg/L),-0.2805989923405573,0.2805989923405573,Weak
7,Orthophosphate Phosphorus (mg/L),E. coli (cfu/100mL),0.06357882503813717,0.06357882503813717,Very Weak
7,Orthophosphate Phosphorus (mg/L),Turbidity (NTU),0.06242677625238892,0.06242677625238892,Very Weak
7,Orthophosphate Phosphorus (mg/L),pH,-0.21304978617976866,0.21304978617976866,Weak
7,Orthophosphate Phosphorus (mg/L),Temperature (°C),0.18775246348394153,0.18775246348394153,Very Weak
7,Orthophosphate Phosphorus (mg/L),Salinity (psu),-0.3140567563198472,0.3140567563198472,Weak
7,Total Inorganic Nitrogen (mg/L),Chlorophyll-a (μg/L),0.1800230988985982,0.1800230988985982,Very Weak
7,Total Inorganic Nitrogen (mg/L),Dissolved Oxygen (%saturation),-0.03196547066737958,0.03196547066737958,Very Weak
7,Total Inorganic Nitrogen (mg/L),Dissolved Oxygen (mg/L),-0.061281152648280116,0.061281152648280116,Very Weak
7,Total Inorganic Nitrogen (mg/L),E. coli (cfu/100mL),-0.033640137265560456,0.033640137265560456,Very Weak
7,Total Inorganic Nitrogen (mg/L),Turbidity (NTU),0.029708832130412595,0.029708832130412595,Very Weak
7,Total Inorganic Nitrogen (mg/L),pH,-0.1698452307462639,0.1698452307462639,Very Weak
7,Total Inorganic Nitrogen (mg/L),Temperature (°C),0.518969716272863,0.518969716272863,Moderate
7,Total Inorganic Nitrogen (mg/L),Salinity (psu),-0.8497573726538019,0.8497573726538019,Very Strong
7,Chlorophyll-a (μg/L),Dissolved Oxygen (%saturation),0.4824524135431692,0.4824524135431692,Moderate
7,Chlorophyll-a (μg/L),Dissolved Oxygen (mg/L),0.39112403472374163,0.39112403472374163,Weak
7,Chlorophyll-a (μg/L),E. coli (cfu/100mL),-0.039287025662814265,0.039287025662814265,Very Weak
7,Chlorophyll-a (μg/L),Turbidity (NTU),-0.028341293669582945,0.028341293669582945,Very Weak
7,Chlorophyll-a (μg/L),pH,0.3104622402595473,0.3104622402595473,Weak
7,Chlorophyll-a (μg/L),Temperature (°C),0.2581805667471209,0.2581805667471209,Weak
7,Chlorophyll-a (μg/L),Salinity (psu),-0.2750062548351265,0.2750062548351265,Weak
7,Dissolved Oxygen (%saturation),Dissolved Oxygen (mg/L),0.9452930695102196,0.9452930695102196,Very Strong
7,Dissolved Oxygen (%saturation),E. coli (cfu/100mL),-0.09150041540886486,0.09150041540886486,Very Weak
7,Dissolved Oxygen (%saturation),Turbidity (NTU),-0.06156131945932935,0.06156131945932935,Very Weak
7,Dissolved Oxygen (%saturation),pH,0.28271052515002565,0.28271052515002565,Weak
7,Dissolved Oxygen (%saturation),Temperature (°C),-0.05937827026280018,0.05937827026280018,Very Weak
7,Dissolved Oxygen (%saturation),Salinity (psu),-0.03162854837121734,0.03162854837121734,Very Weak
7,Dissolved Oxygen (mg/L),E. coli (cfu/100mL),-0.08473988520362033,0.08473988520362033,Very Weak
7,Dissolved Oxygen (mg/L),Turbidity (NTU),-0.04869851710734593,0.04869851710734593,Very Weak
7,Dissolved Oxygen (mg/L),pH,0.24538150449200094,0.24538150449200094,Weak
7,Dissolved Oxygen (mg/L),Temperature (°C),-0.321938782163772,0.321938782163772,Weak
7,Dissolved Oxygen (mg/L),Salinity (psu),0.03423815826592199,0.03423815826592199,Very Weak
7,E. coli (cfu/100mL),Turbidity (NTU),-0.002622190253047199,0.002622190253047199,Very Weak
7,E. coli (cfu/100mL),pH,-0.0450280211639069,0.0450280211639069,Very Weak
7,E. coli (cfu/100mL),Temperature (°C),-0.009913924950640229,0.009913924950640229,Very Weak
7,E. coli (cfu/100mL),Salinity (psu),0.03198241708637191,0.03198241708637191,Very Weak
7,Turbidity (NTU),pH,-0.050261947999334124,0.050261947999334124,Very Weak
7,Turbidity (NTU),Temperature (°C),-0.01263212159939137,0.01263212159939137,Very Weak
7,Turbidity (NTU),Salinity (psu),-0.029557220156144523,0.029557220156144523,Very Weak
7,pH,Temperature (°C),0.005240799316726836,0.005240799316726836,Very Weak
7,pH,Salinity (psu),0.010648151524695885,0.010648151524695885,Very Weak
7,Temperature (°C),Salinity (psu),-0.6517132358712863,0.6517132358712863,Strong
8,5-day Biochemical Oxygen Demand (mg/L),Suspended Solids (mg/L),-0.08423060805626667,0.08423060805626667,Very Weak
8,5-day Biochemical Oxygen Demand (mg/L),Total Phosphorus (mg/L),-0.05177570372893931,0.05177570372893931,Very Weak
8,5-day Biochemical Oxygen Demand (mg/L),Total Nitrogen (mg/L),0.08377594243989735,0.08377594243989735,Very Weak
8,5-day Biochemical Oxygen Demand (mg/L),Ammonia Nitrogen (mg/L),-0.05322239581538627,0.05322239581538627,Very Weak
8,5-day Biochemical Oxygen Demand (mg/L),Orthophosphate Phosphorus (mg/L),-0.2352888277704007,0.2352888277704007,Weak
8,5-day Biochemical Oxygen Demand (mg/L),Total Inorganic Nitrogen (mg/L),0.14556373571821152,0.14556373571821152,Very Weak
8,5-day Biochemical Oxygen Demand (mg/L),Chlorophyll-a (μg/L),0.5823566429158225,0.5823566429158225,Moderate
8,5-day Biochemical Oxygen Demand (mg/L),Dissolved Oxygen (%saturation),0.3238028255527891,0.3238028255527891,Weak
8,5-day Biochemical Oxygen Demand (mg/L),Dissolved Oxygen (mg/L),0.27267985446279114,0.27267985446279114,Weak
8,5-day Biochemical Oxygen Demand (mg/L),E. coli (cfu/100mL),0.07578350302948506,0.07578350302948506,Very Weak
8,5-day Biochemical Oxygen Demand (mg/L),Turbidity (NTU),-0.04831583850712283,0.04831583850712283,Very Weak
8,5-day Biochemical Oxygen Demand (mg/L),pH,0.1093661433817829,0.1093661433817829,Very Weak
8,5-day Biochemical Oxygen Demand (mg/L),Temperature (°C),0.11052278467519282,0.11052278467519282,Very Weak
8,5-day Biochemical Oxygen Demand (mg/L),Salinity (psu),-0.33593165585538143,0.33593165585538143,Weak
8,Suspended Solids (mg/L),Total Phosphorus (mg/L),0.1250062415240647,0.1250062415240647,Very Weak
8,Suspended Solids (mg/L),Total Nitrogen (mg/L),0.027291019304689614,0.027291019304689614,Very Weak
8,Suspended Solids (mg/L),Ammonia Nitrogen (mg/L),0.04402730145902228,0.04402730145902228,Very Weak
8,Suspended Solids (mg/L),Orthophosphate Phosphorus (mg/L),0.12423376074744256,0.12423376074744256,Very Weak
8,Suspended Solids (mg/L),Total Inorganic Nitrogen (mg/L),-0.08771030140562648,0.08771030140562648,Very Weak
8,Suspended Solids (mg/L),Chlorophyll-a (μg/L),-0.05086194123577676,0.05086194123577676,Very Weak
8,Suspended Solids (mg/L),Dissolved Oxygen (%saturation),-0.05577067618085502,0.05577067618085502,Very Weak
8,Suspended Solids (mg/L),Dissolved Oxygen (mg/L),-0.05097836801213755,0.05097836801213755,Very Weak
8,Suspended Solids (mg/L),E. coli (cfu/100mL),0.011798803036931546,0.011798803036931546,Very Weak
8,Suspended Solids (mg/L),Turbidity (NTU),0.10599029609541691,0.10599029609541691,Very Weak
8,Suspended Solids (mg/L),pH,0.007731577691702164,0.007731577691702164,Very Weak
8,Suspended Solids (mg/L),Temperature (°C),-0.028445860781839555,0.028445860781839555,Very Weak
8,Suspended Solids (mg/L),Salinity (psu),0.11152001413067525,0.11152001413067525,Very Weak
8,Total Phosphorus (mg/L),Total Nitrogen (mg/L),0.18107140850897313,0.18107140850897313,Very Weak
8,Total Phosphorus (mg/L),Ammonia Nitrogen (mg/L),0.14985058111607552,0.14985058111607552,Very Weak
8,Total Phosphorus (mg/L),Orthophosphate Phosphorus (mg/L),0.27846157590931936,0.27846157590931936,Weak
8,Total Phosphorus (mg/L),Total Inorganic Nitrogen (mg/L),0.04551606164341373,0.04551606164341373,Very Weak
8,Total Phosphorus (mg/L),Chlorophyll-a (μg/L),-0.10226155827345347,0.10226155827345347,Very Weak
8,Total Phosphorus (mg/L),Dissolved Oxygen (%saturation),-0.001124328381238686,0.001124328381238686,Very Weak
8,Total Phosphorus (mg/L),Dissolved Oxygen (mg/L),0.0113658228939149,0.0113658228939149,Very Weak
8,Total Phosphorus (mg/L),E. coli (cfu/100mL),0.011173214793766702,0.011173214793766702,Very Weak
8,Total Phosphorus (mg/L),Turbidity (NTU),-0.02729006659264712,0.02729006659264712,Very Weak
8,Total Phosphorus (mg/L),pH,0.0014351710435448748,0.0014351710435448748,Very Weak
8,Total Phosphorus (mg/L),Temperature (°C),-0.006406968840043338,0.006406968840043338,Very Weak
8,Total Phosphorus (mg/L),Salinity (psu),0.007656919641429764,0.007656919641429764,Very Weak
8,Total Nitrogen (mg/L),Ammonia Nitrogen (mg/L),0.14916580002270852,0.14916580002270852,Very Weak
8,Total Nitrogen (mg/L),Orthophosphate Phosphorus (mg/L),0.19426991026021168,0.19426991026021168,Very Weak
8,Total Nitrogen (mg/L),Total Inorganic Nitrogen (mg/L),0.5140906154920187,0.5140906154920187,Moderate
8,Total Nitrogen (mg/L),Chlorophyll-a (μg/L),0.14937736763680143,0.14937736763680143,Very Weak
8,Total Nitrogen (mg/L),Dissolved Oxygen (%saturation),-0.027254156605408645,0.027254156605408645,Very Weak
